"Vars","Estimate","stdError","p"
"Intercept","320.667",38.847,"<0.001 *"
"drivingMinus7","6.596",2.359,"0.007 *"
"walkingMinus7","-2.593",1.476,"0.083"
"transitMinus7","-5.902",1.889,"0.003 *"
"drivingMinus8","3.437",2.731,"0.212"
"walkingMinus8","-2.351",1.614,"0.15"
"transitMinus8","-2.851",1.931,"0.144"
"R2 Adjusted Training","0.741",NA,NA
"R2 Test","0.212",NA,NA
"RMSE Train","74.705",NA,NA
"RMSE Test","94.643",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.244",NA,NA
