"Vars","Estimate","stdError","p"
"Intercept","846.101",62.847,"<0.001 *"
"drivingMinus7","2.881",3.099,"0.356"
"walkingMinus7","5.479",1.985,"0.007 *"
"transitMinus7","-6.778",3.856,"0.083"
"drivingMinus8","-4.012",3.342,"0.234"
"walkingMinus8","1.299",2.155,"0.548"
"transitMinus8","-7.991",4.461,"0.077"
"R2 Adjusted Training","0.903",NA,NA
"R2 Test","0.219",NA,NA
"RMSE Train","114.55",NA,NA
"RMSE Test","381.428",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.189",NA,NA
