"Vars","Estimate","stdError","p"
"Intercept","21.161",12.654,"0.096"
"drivingMinus8","2.631",0.702,"<0.001 *"
"walkingMinus8","-0.909",0.494,"0.067"
"transitMinus8","-2.274",0.341,"<0.001 *"
"R2 Adjusted Training","0.326",NA,NA
"R2 Test","0.262",NA,NA
"RMSE Train","69.363",NA,NA
"RMSE Test","782.428",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.81",NA,NA
