"Vars","Estimate","stdError","p"
"Intercept","1.039",22.003,"0.962"
"drivingMinus8","1.784",0.502,"<0.001 *"
"walkingMinus8","0.411",0.468,"0.38"
"transitMinus8","-2.068",0.44,"<0.001 *"
"R2 Adjusted Training","0.282",NA,NA
"R2 Test","0.003",NA,NA
"RMSE Train","87.797",NA,NA
"RMSE Test","497.097",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.777",NA,NA
