"Vars","Estimate","stdError","p"
"Intercept","-95.743",125.606,"0.447"
"drivingMinus8","40.059",5.855,"<0.001 *"
"walkingMinus8","-9.307",3.752,"0.014 *"
"transitMinus8","-31.032",3.64,"<0.001 *"
"R2 Adjusted Training","0.427",NA,NA
"R2 Test","0.189",NA,NA
"RMSE Train","620.857",NA,NA
"RMSE Test","1637.717",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.549",NA,NA
