"Vars","Estimate","stdError","p"
"Intercept","10.462",12.392,"0.399"
"drivingMinus8","1.663",0.352,"<0.001 *"
"walkingMinus8","0.666",0.356,"0.062"
"transitMinus8","-1.95",0.228,"<0.001 *"
"R2 Adjusted Training","0.459",NA,NA
"R2 Test","0.286",NA,NA
"RMSE Train","57.102",NA,NA
"RMSE Test","422.288",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.722",NA,NA
