"Vars","Estimate","stdError","p"
"Intercept","82.31",24.94,"0.001 *"
"drivingMinus8","0.806",0.668,"0.229"
"walkingMinus8","0.519",0.778,"0.505"
"transitMinus8","-2.2",0.436,"<0.001 *"
"R2 Adjusted Training","0.153",NA,NA
"R2 Test","0.202",NA,NA
"RMSE Train","102.782",NA,NA
"RMSE Test","598.386",NA,NA
"RMSPE Train","1.569",NA,NA
"RMSPE Test","0.651",NA,NA
