"Vars","Estimate","stdError","p"
"Intercept","11.308",40.239,"0.779"
"drivingMinus8","-5.806",1.31,"<0.001 *"
"walkingMinus8","6.503",0.891,"<0.001 *"
"transitMinus8","-4.425",0.87,"<0.001 *"
"R2 Adjusted Training","0.28",NA,NA
"R2 Test","0.001",NA,NA
"RMSE Train","194.795",NA,NA
"RMSE Test","1748.047",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.79",NA,NA
