"Vars","Estimate","stdError","p"
"Intercept","-5.674",20.927,"0.786"
"drivingMinus8","-4.672",0.532,"<0.001 *"
"walkingMinus8","4.432",0.742,"<0.001 *"
"transitMinus8","-4.6",0.503,"<0.001 *"
"R2 Adjusted Training","0.66",NA,NA
"R2 Test","0.165",NA,NA
"RMSE Train","93.612",NA,NA
"RMSE Test","116.461",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.392",NA,NA
