"Vars","Estimate","stdError","p"
"Intercept","90.008",18.622,"<0.001 *"
"drivingMinus8","0.632",0.514,"0.22"
"walkingMinus8","1.222",0.943,"0.197"
"transitMinus8","-2.76",0.878,"0.002 *"
"R2 Adjusted Training","0.057",NA,NA
"R2 Test","0.071",NA,NA
"RMSE Train","101.196",NA,NA
"RMSE Test","962.714",NA,NA
"RMSPE Train","8.598",NA,NA
"RMSPE Test","0.877",NA,NA
