"Vars","Estimate","stdError","p"
"Intercept","137.961",14.906,"<0.001 *"
"drivingMinus9","-0.724",0.626,"0.252"
"walkingMinus9","0.235",0.379,"0.537"
"transitMinus9","-0.574",0.823,"0.488"
"drivingMinus10","-1.353",0.687,"0.053"
"walkingMinus10","0.065",0.41,"0.874"
"transitMinus10","1.291",0.922,"0.166"
"R2 Adjusted Training","0.445",NA,NA
"R2 Test","0.224",NA,NA
"RMSE Train","25.899",NA,NA
"RMSE Test","35.818",NA,NA
"RMSPE Train","2.761",NA,NA
"RMSPE Test","1.956",NA,NA
