"Vars","Estimate","stdError","p"
"Intercept","346.801",34.856,"<0.001 *"
"drivingMinus9","1.803",2.136,"0.401"
"walkingMinus9","0.282",1,"0.779"
"transitMinus9","-2.499",1.828,"0.176"
"drivingMinus10","-1.273",2.267,"0.576"
"walkingMinus10","-0.346",1.025,"0.737"
"transitMinus10","-1.326",1.899,"0.487"
"R2 Adjusted Training","0.676",NA,NA
"R2 Test","0.005",NA,NA
"RMSE Train","70.934",NA,NA
"RMSE Test","79.242",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.878",NA,NA
