"Vars","Estimate","stdError","p"
"Intercept","421.055",43.657,"<0.001 *"
"drivingMinus9","-0.371",1.615,"0.819"
"walkingMinus9","-1.028",1.111,"0.358"
"transitMinus9","-3.083",2.568,"0.234"
"drivingMinus10","-2.071",1.665,"0.217"
"walkingMinus10","-2.494",1.064,"0.022 *"
"transitMinus10","8.14",2.719,"0.004 *"
"R2 Adjusted Training","0.493",NA,NA
"R2 Test","0.02",NA,NA
"RMSE Train","69.349",NA,NA
"RMSE Test","53.707",NA,NA
"RMSPE Train","1.765",NA,NA
"RMSPE Test","0.639",NA,NA
