"Vars","Estimate","stdError","p"
"Intercept","1062.396",179.011,"<0.001 *"
"drivingMinus9","-17.451",10.404,"0.098"
"walkingMinus9","16.906",10.146,"0.1"
"transitMinus9","-0.884",9.839,"0.929"
"drivingMinus10","-15.348",10.503,"0.149"
"walkingMinus10","-2.092",10.955,"0.849"
"transitMinus10","9.198",9.8,"0.351"
"R2 Adjusted Training","0.291",NA,NA
"R2 Test","0.065",NA,NA
"RMSE Train","285.939",NA,NA
"RMSE Test","335.569",NA,NA
"RMSPE Train","7.484",NA,NA
"RMSPE Test","Inf",NA,NA
