"Vars","Estimate","stdError","p"
"Intercept","403.822",38.419,"<0.001 *"
"drivingMinus9","5.337",2.378,"0.028 *"
"walkingMinus9","-2.58",1.466,"0.083"
"transitMinus9","-3.98",1.917,"0.042 *"
"drivingMinus10","1.097",2.774,"0.694"
"walkingMinus10","-0.776",1.629,"0.635"
"transitMinus10","-3.44",1.976,"0.086"
"R2 Adjusted Training","0.729",NA,NA
"R2 Test","0.021",NA,NA
"RMSE Train","76.392",NA,NA
"RMSE Test","119.524",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.285",NA,NA
