"Vars","Estimate","stdError","p"
"Intercept","733.923",310.681,"0.021 *"
"drivingMinus9","13.026",11.413,"0.257"
"walkingMinus9","-0.082",5.14,"0.987"
"transitMinus9","1.477",13.994,"0.916"
"drivingMinus10","19.324",11.587,"0.1"
"walkingMinus10","2.239",5.457,"0.683"
"transitMinus10","-46.504",15.759,"0.004 *"
"R2 Adjusted Training","0.738",NA,NA
"R2 Test","0.288",NA,NA
"RMSE Train","482.351",NA,NA
"RMSE Test","1203.074",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.144",NA,NA
