"Vars","Estimate","stdError","p"
"Intercept","80.89",9.409,"<0.001 *"
"drivingMinus9","-1.261",0.425,"0.004 *"
"walkingMinus9","0.159",0.302,"0.599"
"transitMinus9","0.459",0.158,"0.005 *"
"R2 Adjusted Training","0.402",NA,NA
"R2 Test","0.005",NA,NA
"RMSE Train","17.426",NA,NA
"RMSE Test","32.678",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.156",NA,NA
