"Vars","Estimate","stdError","p"
"Intercept","123.007",13.855,"<0.001 *"
"drivingMinus9","-1.581",0.474,"0.001 *"
"walkingMinus9","0.182",0.359,"0.614"
"transitMinus9","0.445",0.394,"0.263"
"R2 Adjusted Training","0.388",NA,NA
"R2 Test","0.112",NA,NA
"RMSE Train","27.184",NA,NA
"RMSE Test","27.203",NA,NA
"RMSPE Train","2.596",NA,NA
"RMSPE Test","1.385",NA,NA
