"Vars","Estimate","stdError","p"
"Intercept","88.655",7.69,"<0.001 *"
"drivingMinus9","-0.503",0.56,"0.372"
"walkingMinus9","-0.071",0.401,"0.861"
"transitMinus9","-0.147",0.424,"0.729"
"R2 Adjusted Training","0.412",NA,NA
"R2 Test","0.006",NA,NA
"RMSE Train","24.304",NA,NA
"RMSE Test","61.787",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.559",NA,NA
