"Vars","Estimate","stdError","p"
"Intercept","45.895",17.972,"0.011 *"
"sumDrivingMinus7_14","12.834",1.442,"<0.001 *"
"sumWalkingMinus7_14","-8.39",1.103,"<0.001 *"
"sumTransitMinus7_14","-6.815",0.459,"<0.001 *"
"R2 Adjusted Training","0.481",NA,NA
"R2 Test","0.431",NA,NA
"RMSE Train","99.221",NA,NA
"RMSE Test","473.444",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.614",NA,NA
