"Vars","Estimate","stdError","p"
"Intercept","530.808",340.876,"0.121"
"sumDrivingMinus7_14","82.841",16.992,"<0.001 *"
"sumWalkingMinus7_14","-45.257",17.874,"0.012 *"
"sumTransitMinus7_14","-29.4",8.581,"0.001 *"
"R2 Adjusted Training","0.191",NA,NA
"R2 Test","0.035",NA,NA
"RMSE Train","1323.557",NA,NA
"RMSE Test","797.555",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.314",NA,NA
