"Vars","Estimate","stdError","p"
"Intercept","-1.764",23.226,"0.94"
"sumDrivingMinus7_14","1.543",1.991,"0.439"
"sumWalkingMinus7_14","-0.047",1.493,"0.975"
"sumTransitMinus7_14","-5.362",0.672,"<0.001 *"
"R2 Adjusted Training","0.28",NA,NA
"R2 Test","0.055",NA,NA
"RMSE Train","117.7",NA,NA
"RMSE Test","950.506",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.729",NA,NA
