"Vars","Estimate","stdError","p"
"Intercept","431.325",30.781,"<0.001 *"
"drivingMinus8","2.076",1.241,"0.099"
"walkingMinus8","-0.652",1.044,"0.534"
"transitMinus8","-5.926",0.768,"<0.001 *"
"R2 Adjusted Training","0.651",NA,NA
"R2 Test","0.069",NA,NA
"RMSE Train","71.352",NA,NA
"RMSE Test","102.552",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.009",NA,NA
