"Vars","Estimate","stdError","p"
"Intercept","335.638",37.006,"<0.001 *"
"drivingMinus8","9.315",1.802,"<0.001 *"
"walkingMinus8","-4.904",1.343,"<0.001 *"
"transitMinus8","-8.043",0.869,"<0.001 *"
"R2 Adjusted Training","0.7",NA,NA
"R2 Test","0.039",NA,NA
"RMSE Train","80.354",NA,NA
"RMSE Test","110.489",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.262",NA,NA
