"Vars","Estimate","stdError","p"
"Intercept","915.181",55.124,"<0.001 *"
"drivingMinus8","1.974",2.299,"0.393"
"walkingMinus8","0.722",1.849,"0.697"
"transitMinus8","-11.605",1.834,"<0.001 *"
"R2 Adjusted Training","0.888",NA,NA
"R2 Test","0.698",NA,NA
"RMSE Train","123.384",NA,NA
"RMSE Test","329.655",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.056",NA,NA
