"city","date","newCases","casesTminus1","casesTminus2","drivingMinus7","transitMinus7","walkingMinus7","drivingMinus8","transitMinus8","walkingMinus8","drivingMinus9","transitMinus9","walkingMinus9","drivingMinus10","transitMinus10","walkingMinus10","drivingMinus11","transitMinus11","walkingMinus11","drivingMinus12","transitMinus12","walkingMinus12","drivingMinus13","transitMinus13","walkingMinus13","drivingMinus14","transitMinus14","walkingMinus14","driving","walking","transit","anomalousWeekend","longWeekend","weekend","sumDrivingMinus7_14","sumTransitMinus7_14","sumWalkingMinus7_14","Population","LandAreakm","Poverty.rate","Median.age","Median.household.income"
"Tampa",2020-06-20,699,704,588,-7.65,-47.76,-27.07,-6.57,-40.98,-5.75,-3.5,-43.03,-1.54,-3.04,-40.46,-2.72,-5.31,-40.38,0.45,-5.25,-41.75,-5.15,-8.28,-47.14,-12.63,-22.66,-52.06,-40.76,-5.77,-33.09,-46.4,0,0,1,-8.89428571428571,-50.5085714285714,-13.5957142857143,335709,"293.7",0.2,34.6,54599
"Toronto",2020-06-06,76,95,112,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-14.69,-68.35,-22.94,-14.15,-67.78,-18.37,-17.07,-64.3,-14.78,-23,-69.12,-29.13,-13.01,-25.94,-63.13,0,0,1,-21.8871428571429,-78.4171428571428,-32.4957142857143,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-07,94,76,95,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-14.69,-68.35,-22.94,-14.15,-67.78,-18.37,-17.07,-64.3,-14.78,-1.17,-1.62,-56.94,0,0,1,-19.67,-77.3057142857143,-30.27,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-08,97,94,76,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-14.69,-68.35,-22.94,-14.15,-67.78,-18.37,-5.46,-9.71,-61.4,0,0,0,-18.8057142857143,-77.3242857142857,-30.15,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-08,97,97,94,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-14.69,-68.35,-22.94,-14.15,-67.78,-18.37,-5.46,-9.71,-61.4,0,0,0,-18.8057142857143,-77.3242857142857,-30.15,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-09,64,97,97,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-14.69,-68.35,-22.94,-4.21,-16.6,-62.23,0,0,0,-19.0442857142857,-77.4042857142857,-31.54,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-09,74,64,97,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-14.69,-68.35,-22.94,-4.21,-16.6,-62.23,0,0,0,-19.0442857142857,-77.4042857142857,-31.54,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-10,57,74,64,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-9.16,-25.06,-63.1,0,0,0,-19.3457142857143,-77.0742857142857,-31.7842857142857,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-10,73,57,74,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-17.49,-68.25,-24.77,-9.16,-25.06,-63.1,0,0,0,-19.3457142857143,-77.0742857142857,-31.7842857142857,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-11,80,73,57,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-4.87,-18.96,-64.38,0,0,0,-18.3714285714286,-76.7257142857143,-31.0328571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-11,92,80,73,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-23.14,-72.72,-43.43,-4.87,-18.96,-64.38,0,0,0,-18.3714285714286,-76.7257142857143,-31.0328571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-12,37,92,80,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-8.87,-25.61,-64.54,0,0,0,-17.5714285714286,-76.1128571428572,-29.5128571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-12,70,37,92,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-26.78,-72.28,-42.54,-8.87,-25.61,-64.54,0,0,0,-17.5714285714286,-76.1128571428572,-29.5128571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-13,33,70,37,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-5.43,-20,-60.3,0,0,1,-15.6042857142857,-74.8057142857143,-27.1414285714286,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-13,39,33,70,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,-16.89,-66.12,-31.51,-5.43,-20,-60.3,0,0,1,-15.6042857142857,-74.8057142857143,-27.1414285714286,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-14,33,39,33,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,7.67,0.96,-53.78,0,0,1,-13.3585714285714,-73.4942857142857,-22.8714285714286,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-14,57,33,39,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,-7.48,-61.34,-13.55,7.67,0.96,-53.78,0,0,1,-13.3585714285714,-73.4942857142857,-22.8714285714286,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-15,18,57,33,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,1.05,-7.24,-57.97,0,0,0,-13.07,-73.5028571428571,-22.3228571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-15,73,18,57,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,-11.02,-64.43,-13.94,1.05,-7.24,-57.97,0,0,0,-13.07,-73.5028571428571,-22.3228571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-16,2,73,18,-4.21,-62.23,-16.6,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,2.07,-12.65,-60.16,0,0,0,-12.0971428571429,-73.1885714285714,-22.7028571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-16,50,2,73,-4.21,-62.23,-16.6,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,-15.82,-68.34,-28.1,2.07,-12.65,-60.16,0,0,0,-12.0971428571429,-73.1885714285714,-22.7028571428571,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-17,56,50,2,-9.16,-63.1,-25.06,-4.21,-62.23,-16.6,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,-16.8,-66.04,-24.65,0.57,-12.16,-59.28,0,0,0,-11.1457142857143,-72.44,-22.2685714285714,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-18,60,56,50,-4.87,-64.38,-18.96,-9.16,-63.1,-25.06,-4.21,-62.23,-16.6,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-10.67,-65.81,-19.51,1.8,-13.47,-60.34,0,0,0,-9.44142857142857,-72.2028571428571,-21.4557142857143,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-19,49,60,56,-8.87,-64.54,-25.61,-4.87,-64.38,-18.96,-9.16,-63.1,-25.06,-4.21,-62.23,-16.6,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,-17.54,-68.43,-32.79,-1.34,-20.78,-60.58,0,0,0,-9.18428571428571,-72.0214285714286,-22.3271428571429,5928040,"5905.84",0.113,39.4,64023.37229
"Toronto",2020-06-20,41,49,60,-5.43,-60.3,-20,-8.87,-64.54,-25.61,-4.87,-64.38,-18.96,-9.16,-63.1,-25.06,-4.21,-62.23,-16.6,-5.46,-61.4,-9.71,-1.17,-56.94,-1.62,-13.01,-63.13,-25.94,3.3,-19.77,-55.62,0,0,1,-7.45428571428571,-70.86,-20.5,5928040,"5905.84",0.113,39.4,64023.37229
