"city","date","newCases","casesTminus1","casesTminus2","drivingMinus7","transitMinus7","walkingMinus7","drivingMinus8","transitMinus8","walkingMinus8","drivingMinus9","transitMinus9","walkingMinus9","drivingMinus10","transitMinus10","walkingMinus10","drivingMinus11","transitMinus11","walkingMinus11","drivingMinus12","transitMinus12","walkingMinus12","drivingMinus13","transitMinus13","walkingMinus13","drivingMinus14","transitMinus14","walkingMinus14","driving","walking","transit","anomalousWeekend","longWeekend","weekend","sumDrivingMinus7_14","sumTransitMinus7_14","sumWalkingMinus7_14","Population","LandAreakm","Poverty.rate","Median.age","Median.household.income","usa"
"Baltimore",2020-03-07,1,0,0,129.04,88.39,160.06,137.27,104.58,145.87,116.24,94.48,110.87,113.97,98.95,110.56,110.18,100.23,104.62,105.24,104.63,111.65,95.48,75.87,112.43,131.57,90.72,175.75,135.35,181.57,96.92,0,0,1,134.141428571429,108.264285714286,147.401428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-08,0,1,0,96.19,76.84,107.55,129.04,88.39,160.06,137.27,104.58,145.87,116.24,94.48,110.87,113.97,98.95,110.56,110.18,100.23,104.62,105.24,104.63,111.65,95.48,75.87,112.43,97.77,114.78,79.35,0,0,1,129.087142857143,106.281428571429,137.658571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-09,0,0,1,108.06,105.43,105.48,96.19,76.84,107.55,129.04,88.39,160.06,137.27,104.58,145.87,116.24,94.48,110.87,113.97,98.95,110.56,110.18,100.23,104.62,105.24,104.63,111.65,116.79,124.88,109.82,0,0,0,130.884285714286,110.504285714286,136.665714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-10,1,0,0,110.49,105.54,111.09,108.06,105.43,105.48,96.19,76.84,107.55,129.04,88.39,160.06,137.27,104.58,145.87,116.24,94.48,110.87,113.97,98.95,110.56,110.18,100.23,104.62,114.83,117.14,100.2,0,0,0,131.634285714286,110.634285714286,136.585714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-11,0,1,0,118.67,109.63,122.63,110.49,105.54,111.09,108.06,105.43,105.48,96.19,76.84,107.55,129.04,88.39,160.06,137.27,104.58,145.87,116.24,94.48,110.87,113.97,98.95,110.56,112.13,109.94,100.41,0,0,0,132.847142857143,111.977142857143,139.158571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-12,2,0,1,120.94,105.86,124.64,118.67,109.63,122.63,110.49,105.54,111.09,108.06,105.43,105.48,96.19,76.84,107.55,129.04,88.39,160.06,137.27,104.58,145.87,116.24,94.48,110.87,107.58,112.53,95,1,0,0,133.842857142857,112.964285714286,141.17,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-13,3,2,0,137.42,109.75,150.7,120.94,105.86,124.64,118.67,109.63,122.63,110.49,105.54,111.09,108.06,105.43,105.48,96.19,76.84,107.55,129.04,88.39,160.06,137.27,104.58,145.87,118.11,129.52,94.35,1,0,0,136.868571428571,115.145714285714,146.86,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-14,3,3,2,135.35,96.92,181.57,137.42,109.75,150.7,120.94,105.86,124.64,118.67,109.63,122.63,110.49,105.54,111.09,108.06,105.43,105.48,96.19,76.84,107.55,129.04,88.39,160.06,102.79,134.39,79.14,1,0,1,136.594285714286,114.051428571429,151.96,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-15,1,3,3,97.77,79.35,114.78,135.35,96.92,181.57,137.42,109.75,150.7,120.94,105.86,124.64,118.67,109.63,122.63,110.49,105.54,111.09,108.06,105.43,105.48,96.19,76.84,107.55,72.35,78.6,61.47,1,0,1,132.127142857143,112.76,145.491428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-16,5,1,3,116.79,109.82,124.88,97.77,79.35,114.78,135.35,96.92,181.57,137.42,109.75,150.7,120.94,105.86,124.64,118.67,109.63,122.63,110.49,105.54,111.09,108.06,105.43,105.48,80.66,80.15,67.59,0,0,0,135.07,117.471428571429,147.967142857143,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-17,14,5,1,114.83,100.2,117.14,116.79,109.82,124.88,97.77,79.35,114.78,135.35,96.92,181.57,137.42,109.75,150.7,120.94,105.86,124.64,118.67,109.63,122.63,110.49,105.54,111.09,73.78,75.74,64.65,0,0,0,136.037142857143,116.724285714286,149.632857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-18,16,14,5,112.13,100.41,109.94,114.83,100.2,117.14,116.79,109.82,124.88,97.77,79.35,114.78,135.35,96.92,181.57,137.42,109.75,150.7,120.94,105.86,124.64,118.67,109.63,122.63,72.76,72.46,64.15,0,0,0,136.271428571429,115.991428571429,149.468571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-19,15,16,14,107.58,95,112.53,112.13,100.41,109.94,114.83,100.2,117.14,116.79,109.82,124.88,97.77,79.35,114.78,135.35,96.92,181.57,137.42,109.75,150.7,120.94,105.86,124.64,71,75.84,58.67,0,0,0,134.687142857143,113.901428571429,148.025714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-20,17,15,16,118.11,94.35,129.52,107.58,95,112.53,112.13,100.41,109.94,114.83,100.2,117.14,116.79,109.82,124.88,97.77,79.35,114.78,135.35,96.92,181.57,137.42,109.75,150.7,81.25,88.73,54.07,0,0,0,134.282857142857,112.257142857143,148.722857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-21,26,17,15,102.79,79.14,134.39,118.11,94.35,129.52,107.58,95,112.53,112.13,100.41,109.94,114.83,100.2,117.14,116.79,109.82,124.88,97.77,79.35,114.78,135.35,96.92,181.57,66.9,71.22,46.9,0,0,1,129.335714285714,107.884285714286,146.392857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-22,19,26,17,72.35,61.47,78.6,102.79,79.14,134.39,118.11,94.35,129.52,107.58,95,112.53,112.13,100.41,109.94,114.83,100.2,117.14,116.79,109.82,124.88,97.77,79.35,114.78,51.11,55.82,41.94,0,0,1,120.335714285714,102.82,131.682857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-23,25,19,26,80.66,67.59,80.15,72.35,61.47,78.6,102.79,79.14,134.39,118.11,94.35,129.52,107.58,95,112.53,112.13,100.41,109.94,114.83,100.2,117.14,116.79,109.82,124.88,56.06,55.68,45.69,0,0,0,117.891428571429,101.14,126.735714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-24,33,25,19,73.78,64.65,75.74,80.66,67.59,80.15,72.35,61.47,78.6,102.79,79.14,134.39,118.11,94.35,129.52,107.58,95,112.53,112.13,100.41,109.94,114.83,100.2,117.14,57.77,63.5,48.68,0,0,0,111.747142857143,94.6871428571428,119.715714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-25,80,33,25,72.76,64.15,72.46,73.78,64.65,75.74,80.66,67.59,80.15,72.35,61.47,78.6,102.79,79.14,134.39,118.11,94.35,129.52,107.58,95,112.53,112.13,100.41,109.94,54.51,52.69,45.06,0,0,0,105.737142857143,89.5371428571429,113.332857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-26,98,80,33,71,58.67,75.84,72.76,64.15,72.46,73.78,64.65,75.74,80.66,67.59,80.15,72.35,61.47,78.6,102.79,79.14,134.39,118.11,94.35,129.52,107.58,95,112.53,63.21,70.07,48.84,0,0,0,99.8614285714286,83.5742857142857,108.461428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-27,160,98,80,81.25,54.07,88.73,71,58.67,75.84,72.76,64.15,72.46,73.78,64.65,75.74,80.66,67.59,80.15,72.35,61.47,78.6,102.79,79.14,134.39,118.11,94.35,129.52,71.04,76.98,49.58,0,0,0,96.1,77.7271428571429,105.061428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-28,62,160,98,66.9,46.9,71.22,81.25,54.07,88.73,71,58.67,75.84,72.76,64.15,72.46,73.78,64.65,75.74,80.66,67.59,80.15,72.35,61.47,78.6,102.79,79.14,134.39,56.84,59.94,42.36,0,0,1,88.7842857142857,70.9485714285714,96.7328571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-29,74,62,160,51.11,41.94,55.82,66.9,46.9,71.22,81.25,54.07,88.73,71,58.67,75.84,72.76,64.15,72.46,73.78,64.65,75.74,80.66,67.59,80.15,72.35,61.47,78.6,47.76,51.84,38.72,0,0,1,81.4014285714286,65.6342857142857,85.5085714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-30,126,74,62,56.06,45.69,55.68,51.11,41.94,55.82,66.9,46.9,71.22,81.25,54.07,88.73,71,58.67,75.84,72.76,64.15,72.46,73.78,64.65,75.74,80.66,67.59,80.15,59.61,62.61,44.81,0,0,0,79.0742857142857,63.38,82.2342857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-03-31,132,126,74,57.77,48.68,63.5,56.06,45.69,55.68,51.11,41.94,55.82,66.9,46.9,71.22,81.25,54.07,88.73,71,58.67,75.84,72.76,64.15,72.46,73.78,64.65,75.74,48.63,51.81,38.42,0,0,0,75.8042857142857,60.6785714285714,79.8557142857143,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-01,213,132,126,54.51,45.06,52.69,57.77,48.68,63.5,56.06,45.69,55.68,51.11,41.94,55.82,66.9,46.9,71.22,81.25,54.07,88.73,71,58.67,75.84,72.76,64.15,72.46,53.52,54.13,39.56,0,0,0,73.0514285714286,57.88,76.5628571428572,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-02,211,213,132,63.21,48.84,70.07,54.51,45.06,52.69,57.77,48.68,63.5,56.06,45.69,55.68,51.11,41.94,55.82,66.9,46.9,71.22,81.25,54.07,88.73,71,58.67,75.84,55.55,57.55,41.13,0,0,0,71.6871428571429,55.6928571428571,76.2214285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-03,157,211,213,71.04,49.58,76.98,63.21,48.84,70.07,54.51,45.06,52.69,57.77,48.68,63.5,56.06,45.69,55.68,51.11,41.94,55.82,66.9,46.9,71.22,81.25,54.07,88.73,65.39,67.62,41.69,0,0,0,71.6928571428572,54.3942857142857,76.3842857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-04,215,157,211,56.84,42.36,59.94,71.04,49.58,76.98,63.21,48.84,70.07,54.51,45.06,52.69,57.77,48.68,63.5,56.06,45.69,55.68,51.11,41.94,55.82,66.9,46.9,71.22,56.74,62.17,37.26,0,0,1,68.2057142857143,52.7214285714286,72.2714285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-05,151,215,157,47.76,38.72,51.84,56.84,42.36,59.94,71.04,49.58,76.98,63.21,48.84,70.07,54.51,45.06,52.69,57.77,48.68,63.5,56.06,45.69,55.68,51.11,41.94,55.82,48.42,59.6,36.81,0,0,1,65.4714285714286,51.5528571428571,69.5028571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-06,90,151,215,59.61,44.81,62.61,47.76,38.72,51.84,56.84,42.36,59.94,71.04,49.58,76.98,63.21,48.84,70.07,54.51,45.06,52.69,57.77,48.68,63.5,56.06,45.69,55.68,58.06,64.08,41.77,0,0,0,66.6857142857143,51.9628571428571,70.4728571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-07,515,90,151,48.63,38.42,51.81,59.61,44.81,62.61,47.76,38.72,51.84,56.84,42.36,59.94,71.04,49.58,76.98,63.21,48.84,70.07,54.51,45.06,52.69,57.77,48.68,63.5,56.65,59.76,40.84,0,0,0,65.6242857142857,50.9242857142857,69.92,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-08,277,515,90,53.52,39.56,54.13,48.63,38.42,51.81,59.61,44.81,62.61,47.76,38.72,51.84,56.84,42.36,59.94,71.04,49.58,76.98,63.21,48.84,70.07,54.51,45.06,52.69,60.55,67.14,43.28,0,0,0,65.0171428571429,49.6214285714286,68.5814285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-09,233,277,515,55.55,41.13,57.55,53.52,39.56,54.13,48.63,38.42,51.81,59.61,44.81,62.61,47.76,38.72,51.84,56.84,42.36,59.94,71.04,49.58,76.98,63.21,48.84,70.07,58.9,61.21,42.21,0,0,0,65.1657142857143,49.06,69.2757142857143,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-10,273,233,277,65.39,41.69,67.62,55.55,41.13,57.55,53.52,39.56,54.13,48.63,38.42,51.81,59.61,44.81,62.61,47.76,38.72,51.84,56.84,42.36,59.94,71.04,49.58,76.98,67.62,64.36,39.71,0,1,0,65.4771428571429,48.0385714285714,68.9257142857143,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-11,235,273,233,56.74,37.26,62.17,65.39,41.69,67.62,55.55,41.13,57.55,53.52,39.56,54.13,48.63,38.42,51.81,59.61,44.81,62.61,47.76,38.72,51.84,56.84,42.36,59.94,63.71,70.33,38.93,0,1,1,63.4342857142857,46.2785714285714,66.81,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-12,272,235,273,48.42,36.81,59.6,56.74,37.26,62.17,65.39,41.69,67.62,55.55,41.13,57.55,53.52,39.56,54.13,48.63,38.42,51.81,59.61,44.81,62.61,47.76,38.72,51.84,45.61,52.61,34.52,0,1,1,62.2314285714286,45.4857142857143,66.7614285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-13,195,272,235,58.06,41.77,64.08,48.42,36.81,59.6,56.74,37.26,62.17,65.39,41.69,67.62,55.55,41.13,57.55,53.52,39.56,54.13,48.63,38.42,51.81,59.61,44.81,62.61,54.58,54.97,40.84,0,1,0,63.7028571428571,45.9214285714286,68.51,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-14,315,195,272,56.65,40.84,59.76,58.06,41.77,64.08,48.42,36.81,59.6,56.74,37.26,62.17,65.39,41.69,67.62,55.55,41.13,57.55,53.52,39.56,54.13,48.63,38.42,51.81,61.85,62.05,44.52,0,0,0,63.28,45.3542857142857,68.1028571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-15,244,315,195,60.55,43.28,67.14,56.65,40.84,59.76,58.06,41.77,64.08,48.42,36.81,59.6,56.74,37.26,62.17,65.39,41.69,67.62,55.55,41.13,57.55,53.52,39.56,54.13,67.35,68.13,44.05,0,0,0,64.9828571428571,46.0485714285714,70.2928571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-16,283,244,315,58.9,42.21,61.21,60.55,43.28,67.14,56.65,40.84,59.76,58.06,41.77,64.08,48.42,36.81,59.6,56.74,37.26,62.17,65.39,41.69,67.62,55.55,41.13,57.55,68.11,65.61,41.14,0,0,0,65.7514285714286,46.4271428571429,71.3042857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-17,316,283,244,67.62,39.71,64.36,58.9,42.21,61.21,60.55,43.28,67.14,56.65,40.84,59.76,58.06,41.77,64.08,48.42,36.81,59.6,56.74,37.26,62.17,65.39,41.69,67.62,78.93,75.96,42.86,0,0,0,67.4757142857143,46.2242857142857,72.2771428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-18,151,316,283,63.71,38.93,70.33,67.62,39.71,64.36,58.9,42.21,61.21,60.55,43.28,67.14,56.65,40.84,59.76,58.06,41.77,64.08,48.42,36.81,59.6,56.74,37.26,62.17,70.45,70.98,36.18,0,0,1,67.2357142857143,45.83,72.6642857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-19,374,151,316,45.61,34.52,52.61,63.71,38.93,70.33,67.62,39.71,64.36,58.9,42.21,61.21,60.55,43.28,67.14,56.65,40.84,59.76,58.06,41.77,64.08,48.42,36.81,59.6,59.35,65.6,38.09,0,0,1,65.6457142857143,45.4385714285714,71.2985714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-20,171,374,151,54.58,40.84,54.97,45.61,34.52,52.61,63.71,38.93,70.33,67.62,39.71,64.36,58.9,42.21,61.21,60.55,43.28,67.14,56.65,40.84,59.76,58.06,41.77,64.08,69.6,71.24,46.14,0,0,0,66.5257142857143,46.0142857142857,70.6371428571428,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-21,263,171,374,61.85,44.52,62.05,54.58,40.84,54.97,45.61,34.52,52.61,63.71,38.93,70.33,67.62,39.71,64.36,58.9,42.21,61.21,60.55,43.28,67.14,56.65,40.84,59.76,65.67,65.8,41.58,0,0,0,67.0671428571429,46.4071428571429,70.3471428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-22,346,263,171,67.35,44.05,68.13,61.85,44.52,62.05,54.58,40.84,54.97,45.61,34.52,52.61,63.71,38.93,70.33,67.62,39.71,64.36,58.9,42.21,61.21,60.55,43.28,67.14,71.43,72.16,44.12,0,0,0,68.5957142857143,46.8657142857143,71.5428571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-23,297,346,263,68.11,41.14,65.61,67.35,44.05,68.13,61.85,44.52,62.05,54.58,40.84,54.97,45.61,34.52,52.61,63.71,38.93,70.33,67.62,39.71,64.36,58.9,42.21,61.21,69.95,66.27,40.18,0,0,0,69.6757142857143,46.56,71.3242857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-24,354,297,346,78.93,42.86,75.96,68.11,41.14,65.61,67.35,44.05,68.13,61.85,44.52,62.05,54.58,40.84,54.97,45.61,34.52,52.61,63.71,38.93,70.33,67.62,39.71,64.36,77.55,74.12,42.81,0,0,0,72.5371428571429,46.6528571428571,73.4314285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-25,323,354,297,70.45,36.18,70.98,78.93,42.86,75.96,68.11,41.14,65.61,67.35,44.05,68.13,61.85,44.52,62.05,54.58,40.84,54.97,45.61,34.52,52.61,63.71,38.93,70.33,77.51,82.44,39.24,0,0,1,72.9414285714286,46.1485714285714,74.3771428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-26,258,323,354,59.35,38.09,65.6,70.45,36.18,70.98,78.93,42.86,75.96,68.11,41.14,65.61,67.35,44.05,68.13,61.85,44.52,62.05,54.58,40.84,54.97,45.61,34.52,52.61,55.16,54.35,35.5,0,0,1,72.3185714285714,46.0285714285714,73.7014285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-27,201,258,323,69.6,46.14,71.24,59.35,38.09,65.6,70.45,36.18,70.98,78.93,42.86,75.96,68.11,41.14,65.61,67.35,44.05,68.13,61.85,44.52,62.05,54.58,40.84,54.97,68.52,67.9,48.93,0,0,0,75.7457142857143,47.6885714285714,76.3628571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-28,285,201,258,65.67,41.58,65.8,69.6,46.14,71.24,59.35,38.09,65.6,70.45,36.18,70.98,78.93,42.86,75.96,68.11,41.14,65.61,67.35,44.05,68.13,61.85,44.52,62.05,71.32,71.93,42.85,0,0,0,77.33,47.7942857142857,77.91,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-29,298,285,201,71.43,44.12,72.16,65.67,41.58,65.8,69.6,46.14,71.24,59.35,38.09,65.6,70.45,36.18,70.98,78.93,42.86,75.96,68.11,41.14,65.61,67.35,44.05,68.13,76.67,79.2,43.33,0,0,0,78.6985714285714,47.7371428571428,79.3542857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-04-30,435,298,285,69.95,40.18,66.27,71.43,44.12,72.16,65.67,41.58,65.8,69.6,46.14,71.24,59.35,38.09,65.6,70.45,36.18,70.98,78.93,42.86,75.96,68.11,41.14,65.61,70.62,64.57,38.45,0,0,0,79.07,47.1842857142857,79.0885714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-01,415,435,298,77.55,42.81,74.12,69.95,40.18,66.27,71.43,44.12,72.16,65.67,41.58,65.8,69.6,46.14,71.24,59.35,38.09,65.6,70.45,36.18,70.98,78.93,42.86,75.96,89.15,90.39,45.77,0,0,0,80.4185714285714,47.4228571428571,80.3042857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-02,340,415,435,77.51,39.24,82.44,77.55,42.81,74.12,69.95,40.18,66.27,71.43,44.12,72.16,65.67,41.58,65.8,69.6,46.14,71.24,59.35,38.09,65.6,70.45,36.18,70.98,89.59,103,43.29,0,0,1,80.2157142857143,46.9057142857143,81.23,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-03,349,340,415,55.16,35.5,54.35,77.51,39.24,82.44,77.55,42.81,74.12,69.95,40.18,66.27,71.43,44.12,72.16,65.67,41.58,65.8,69.6,46.14,71.24,59.35,38.09,65.6,67.28,72.67,39.2,0,0,1,78.0314285714286,46.8085714285714,78.8542857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-04,241,349,340,68.52,48.93,67.9,55.16,35.5,54.35,77.51,39.24,82.44,77.55,42.81,74.12,69.95,40.18,66.27,71.43,44.12,72.16,65.67,41.58,65.8,69.6,46.14,71.24,79.69,84.29,47.14,0,0,0,79.3414285714286,48.3571428571429,79.1828571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-05,373,241,349,71.32,42.85,71.93,68.52,48.93,67.9,55.16,35.5,54.35,77.51,39.24,82.44,77.55,42.81,74.12,69.95,40.18,66.27,71.43,44.12,72.16,65.67,41.58,65.8,78.76,78.6,50.07,0,0,0,79.5871428571429,47.8871428571429,79.2814285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-06,419,373,241,76.67,43.33,79.2,71.32,42.85,71.93,68.52,48.93,67.9,55.16,35.5,54.35,77.51,39.24,82.44,77.55,42.81,74.12,69.95,40.18,66.27,71.43,44.12,72.16,75.38,72.59,44.46,0,0,0,81.1585714285714,48.1371428571429,81.1957142857143,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-07,354,419,373,70.62,38.45,64.57,76.67,43.33,79.2,71.32,42.85,71.93,68.52,48.93,67.9,55.16,35.5,54.35,77.51,39.24,82.44,77.55,42.81,74.12,69.95,40.18,66.27,86.25,91.12,46.23,0,0,0,81.0428571428571,47.3271428571429,80.1114285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-08,383,354,419,89.15,45.77,90.39,70.62,38.45,64.57,76.67,43.33,79.2,71.32,42.85,71.93,68.52,48.93,67.9,55.16,35.5,54.35,77.51,39.24,82.44,77.55,42.81,74.12,90.73,88.52,47.03,0,0,0,83.7857142857143,48.1257142857143,83.5571428571428,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-09,393,383,354,89.59,43.29,103,89.15,45.77,90.39,70.62,38.45,64.57,76.67,43.33,79.2,71.32,42.85,71.93,68.52,48.93,67.9,55.16,35.5,54.35,77.51,39.24,82.44,93.05,94.07,39.94,0,0,1,85.5057142857143,48.1942857142857,87.6828571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-10,212,393,383,67.28,39.2,72.67,89.59,43.29,103,89.15,45.77,90.39,70.62,38.45,64.57,76.67,43.33,79.2,71.32,42.85,71.93,68.52,48.93,67.9,55.16,35.5,54.35,77.26,76.97,38.83,0,0,1,84.0442857142857,48.1885714285714,86.2871428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-11,212,212,393,79.69,47.14,84.29,67.28,39.2,72.67,89.59,43.29,103,89.15,45.77,90.39,70.62,38.45,64.57,76.67,43.33,79.2,71.32,42.85,71.93,68.52,48.93,67.9,81.15,83.93,42.38,0,0,0,87.5485714285714,49.8514285714286,90.5642857142857,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-12,303,212,212,78.76,50.07,78.6,79.69,47.14,84.29,67.28,39.2,72.67,89.59,43.29,103,89.15,45.77,90.39,70.62,38.45,64.57,76.67,43.33,79.2,71.32,42.85,71.93,85.04,90.89,45.93,0,0,0,89.0114285714286,50.0142857142857,92.0928571428571,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-13,311,303,212,75.38,44.46,72.59,78.76,50.07,78.6,79.69,47.14,84.29,67.28,39.2,72.67,89.59,43.29,103,89.15,45.77,90.39,70.62,38.45,64.57,76.67,43.33,79.2,88.93,97.85,49.48,0,0,0,89.5914285714286,50.2442857142857,92.1871428571428,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-14,355,311,303,86.25,46.23,91.12,75.38,44.46,72.59,78.76,50.07,78.6,79.69,47.14,84.29,67.28,39.2,72.67,89.59,43.29,103,89.15,45.77,90.39,70.62,38.45,64.57,91.57,97.09,51.15,0,0,0,90.96,50.6585714285714,93.89,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-15,358,355,311,90.73,47.03,88.52,86.25,46.23,91.12,75.38,44.46,72.59,78.76,50.07,78.6,79.69,47.14,84.29,67.28,39.2,72.67,89.59,43.29,103,89.15,45.77,90.39,112.98,129.59,55.75,0,0,0,93.8328571428572,51.8842857142857,97.3114285714286,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-16,271,358,355,93.05,39.94,94.07,90.73,47.03,88.52,86.25,46.23,91.12,75.38,44.46,72.59,78.76,50.07,78.6,79.69,47.14,84.29,67.28,39.2,72.67,89.59,43.29,103,108.91,130.27,49.96,0,0,1,94.39,51.0514285714286,97.8371428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-17,302,271,358,77.26,38.83,76.97,93.05,39.94,94.07,90.73,47.03,88.52,86.25,46.23,91.12,75.38,44.46,72.59,78.76,50.07,78.6,79.69,47.14,84.29,67.28,39.2,72.67,80.27,91.69,44.91,0,0,1,92.6285714285714,50.4142857142857,94.1185714285714,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-18,505,302,271,81.15,42.38,83.93,77.26,38.83,76.97,93.05,39.94,94.07,90.73,47.03,88.52,86.25,46.23,91.12,75.38,44.46,72.59,78.76,50.07,78.6,79.69,47.14,84.29,89.25,95.64,53.36,0,0,0,94.61,50.8685714285714,95.7271428571429,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-19,359,505,302,85.04,45.93,90.89,81.15,42.38,83.93,77.26,38.83,76.97,93.05,39.94,94.07,90.73,47.03,88.52,86.25,46.23,91.12,75.38,44.46,72.59,78.76,50.07,78.6,94.27,98.2,55.01,0,0,0,95.3742857142857,50.6957142857143,96.67,620961,"209.5",0.224,35.5,51000,"usa"
"Baltimore",2020-05-20,485,359,505,88.93,49.48,97.85,85.04,45.93,90.89,81.15,42.38,83.93,77.26,38.83,76.97,93.05,39.94,94.07,90.73,47.03,88.52,86.25,46.23,91.12,75.38,44.46,72.59,96.75,101.68,55.15,0,0,0,96.8271428571428,50.6114285714286,99.42,620961,"209.5",0.224,35.5,51000,"usa"
"Boston",2020-02-29,1,0,0,114.81,123.07,163.65,121.26,124.86,137.19,107.25,112.32,113.84,106.54,111.2,115.09,103.09,107.78,99.17,96.23,104.72,115.7,91.91,101.62,131.02,115.01,121.9,165.25,120.81,157.8,121.56,0,0,1,122.3,129.638571428571,148.701428571429,617594,"125.1",0.205,32.1,71834,"usa"
