"city","date","newCases","casesTminus1","casesTminus2","drivingMinus7","transitMinus7","walkingMinus7","drivingMinus8","transitMinus8","walkingMinus8","drivingMinus9","transitMinus9","walkingMinus9","drivingMinus10","transitMinus10","walkingMinus10","drivingMinus11","transitMinus11","walkingMinus11","drivingMinus12","transitMinus12","walkingMinus12","drivingMinus13","transitMinus13","walkingMinus13","drivingMinus14","transitMinus14","walkingMinus14","driving","walking","transit","anomalousWeekend","longWeekend","weekend","sumDrivingMinus7_14","sumTransitMinus7_14","sumWalkingMinus7_14","Population","LandAreakm","Poverty.rate","Median.age","Median.household.income","usa"
"Los Angeles",2020-04-25,526,686,1055,50.5,21.05,52.17,56.06,23.98,54.26,50.79,23.78,51.17,50.4,24.21,51.17,47.28,23.76,48.69,44.59,23.47,44.12,30.88,17.8,31.73,46.57,21.66,50.85,58.24,60.26,23.52,0,0,1,53.8671428571429,25.6728571428571,54.88,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-04-26,941,526,686,41.8,20.25,44.5,50.5,21.05,52.17,56.06,23.98,54.26,50.79,23.78,51.17,50.4,24.21,51.17,47.28,23.76,48.69,44.59,23.47,44.12,30.88,17.8,31.73,47.3,48.41,21.48,0,0,1,53.1857142857143,25.4714285714286,53.9728571428571,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-04-27,631,941,526,51.13,25.8,52.06,41.8,20.25,44.5,50.5,21.05,52.17,56.06,23.98,54.26,50.79,23.78,51.17,50.4,24.21,51.17,47.28,23.76,48.69,44.59,23.47,44.12,54.68,54.81,26.14,0,0,0,56.0785714285714,26.6142857142857,56.8771428571429,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-04-28,1635,631,941,51.43,24.82,51.61,51.13,25.8,52.06,41.8,20.25,44.5,50.5,21.05,52.17,56.06,23.98,54.26,50.79,23.78,51.17,50.4,24.21,51.17,47.28,23.76,48.69,56.89,56.16,27.27,0,0,0,57.0557142857143,26.8071428571429,57.9471428571429,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-04-29,794,1635,631,53.78,24.93,53.91,51.43,24.82,51.61,51.13,25.8,52.06,41.8,20.25,44.5,50.5,21.05,52.17,56.06,23.98,54.26,50.79,23.78,51.17,50.4,24.21,51.17,57.52,55.92,26.49,0,0,0,57.9842857142857,26.9742857142857,58.6928571428571,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-04-30,1203,794,1635,55.45,25.19,54.66,53.78,24.93,53.91,51.43,24.82,51.61,51.13,25.8,52.06,41.8,20.25,44.5,50.5,21.05,52.17,56.06,23.98,54.26,50.79,23.78,51.17,60.37,59.08,26.73,0,0,0,58.7057142857143,27.1142857142857,59.1914285714286,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-01,748,1203,794,62.76,25.85,60.69,55.45,25.19,54.66,53.78,24.93,53.91,51.43,24.82,51.61,51.13,25.8,52.06,41.8,20.25,44.5,50.5,21.05,52.17,56.06,23.98,54.26,68.53,66.7,28.52,0,0,0,60.4157142857143,27.41,60.5514285714286,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-02,882,748,1203,58.24,23.52,60.26,62.76,25.85,60.69,55.45,25.19,54.66,53.78,24.93,53.91,51.43,24.82,51.61,51.13,25.8,52.06,41.8,20.25,44.5,50.5,21.05,52.17,63.88,65.73,25.62,0,0,1,60.7271428571429,27.3442857142857,61.4085714285714,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-03,640,882,748,47.3,21.48,48.41,58.24,23.52,60.26,62.76,25.85,60.69,55.45,25.19,54.66,53.78,24.93,53.91,51.43,24.82,51.61,51.13,25.8,52.06,41.8,20.25,44.5,52.2,54.15,23.45,0,0,1,60.27,27.4057142857143,60.8714285714286,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-04,1670,640,882,54.68,26.14,54.81,47.3,21.48,48.41,58.24,23.52,60.26,62.76,25.85,60.69,55.45,25.19,54.66,53.78,24.93,53.91,51.43,24.82,51.61,51.13,25.8,52.06,60.98,62.18,28.56,0,0,0,62.11,28.2471428571429,62.3442857142857,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-05,939,1670,640,56.89,27.27,56.16,54.68,26.14,54.81,47.3,21.48,48.41,58.24,23.52,60.26,62.76,25.85,60.69,55.45,25.19,54.66,53.78,24.93,53.91,51.43,24.82,51.61,64.24,64.02,28.34,0,0,0,62.9328571428571,28.4571428571429,62.93,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-06,898,939,1670,57.52,26.49,55.92,56.89,27.27,56.16,54.68,26.14,54.81,47.3,21.48,48.41,58.24,23.52,60.26,62.76,25.85,60.69,55.45,25.19,54.66,53.78,24.93,53.91,64.21,63.69,28.85,0,0,0,63.8028571428571,28.6957142857143,63.5457142857143,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-07,996,898,939,60.37,26.73,59.08,57.52,26.49,55.92,56.89,27.27,56.16,54.68,26.14,54.81,47.3,21.48,48.41,58.24,23.52,60.26,62.76,25.85,60.69,55.45,25.19,54.66,66.74,65.65,28.59,0,0,0,64.7442857142857,28.9528571428571,64.2842857142857,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-08,1013,996,898,68.53,28.52,66.7,60.37,26.73,59.08,57.52,26.49,55.92,56.89,27.27,56.16,54.68,26.14,54.81,47.3,21.48,48.41,58.24,23.52,60.26,62.76,25.85,60.69,79.04,76.98,30.79,0,0,0,66.6128571428572,29.4285714285714,66.0042857142857,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-09,591,1013,996,63.88,25.62,65.73,68.53,28.52,66.7,60.37,26.73,59.08,57.52,26.49,55.92,56.89,27.27,56.16,54.68,26.14,54.81,47.3,21.48,48.41,58.24,23.52,60.26,76.7,80.87,27.25,0,0,1,66.7728571428571,29.3957142857143,66.7242857142857,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-10,702,591,1013,52.2,23.45,54.15,63.88,25.62,65.73,68.53,28.52,66.7,60.37,26.73,59.08,57.52,26.49,55.92,56.89,27.27,56.16,54.68,26.14,54.81,47.3,21.48,48.41,60.36,60.53,23.06,0,0,1,65.91,29.3857142857143,65.8514285714286,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-11,994,702,591,60.98,28.56,62.18,52.2,23.45,54.15,63.88,25.62,65.73,68.53,28.52,66.7,60.37,26.73,59.08,57.52,26.49,55.92,56.89,27.27,56.16,54.68,26.14,54.81,63.5633333333333,64.4166666666667,25.34,0,0,0,67.8642857142857,30.3971428571429,67.8185714285714,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-12,1392,994,702,64.24,28.34,64.02,60.98,28.56,62.18,52.2,23.45,54.15,63.88,25.62,65.73,68.53,28.52,66.7,60.37,26.73,59.08,57.52,26.49,55.92,56.89,27.27,56.16,66.7666666666667,68.3033333333333,27.62,0,0,0,69.23,30.7114285714286,69.1342857142857,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-13,1083,1392,994,64.21,28.85,63.69,64.24,28.34,64.02,60.98,28.56,62.18,52.2,23.45,54.15,63.88,25.62,65.73,68.53,28.52,66.7,60.37,26.73,59.08,57.52,26.49,55.92,69.97,72.19,29.9,0,0,0,70.2757142857143,30.9371428571429,70.21,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-14,1068,1083,1392,66.74,28.59,65.65,64.21,28.85,63.69,64.24,28.34,64.02,60.98,28.56,62.18,52.2,23.45,54.15,63.88,25.62,65.73,68.53,28.52,66.7,60.37,26.73,59.08,72.93,74.8,29.46,0,0,0,71.5928571428571,31.2371428571429,71.6,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-15,1162,1068,1083,79.04,30.79,76.98,66.74,28.59,65.65,64.21,28.85,63.69,64.24,28.34,64.02,60.98,28.56,62.18,52.2,23.45,54.15,63.88,25.62,65.73,68.53,28.52,66.7,85.18,87.97,31.91,0,0,0,74.26,31.8171428571429,74.1571428571429,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-16,786,1162,1068,76.7,27.25,80.87,79.04,30.79,76.98,66.74,28.59,65.65,64.21,28.85,63.69,64.24,28.34,64.02,60.98,28.56,62.18,52.2,23.45,54.15,63.88,25.62,65.73,81.94,88.75,28.61,0,0,1,75.4271428571429,31.6357142857143,76.1814285714286,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-17,547,786,1162,60.36,23.06,60.53,76.7,27.25,80.87,79.04,30.79,76.98,66.74,28.59,65.65,64.21,28.85,63.69,64.24,28.34,64.02,60.98,28.56,62.18,52.2,23.45,54.15,66.97,72.61,26.12,0,0,1,74.9242857142857,31.27,75.4385714285714,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-18,1214,547,786,63.5633333333333,25.34,64.4166666666667,60.36,23.06,60.53,76.7,27.25,80.87,79.04,30.79,76.98,66.74,28.59,65.65,64.21,28.85,63.69,64.24,28.34,64.02,60.98,28.56,62.18,70.42,70.38,29.98,0,0,0,76.5476190476191,31.54,76.9052380952381,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-19,1472,1214,547,66.7666666666667,27.62,68.3033333333333,63.5633333333333,25.34,64.4166666666667,60.36,23.06,60.53,76.7,27.25,80.87,79.04,30.79,76.98,66.74,28.59,65.65,64.21,28.85,63.69,64.24,28.34,64.02,76.6,79.23,31.55,0,0,0,77.3742857142857,31.4057142857143,77.78,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Los Angeles",2020-05-20,1300,1472,1214,69.97,29.9,72.19,66.7666666666667,27.62,68.3033333333333,63.5633333333333,25.34,64.4166666666667,60.36,23.06,60.53,76.7,27.25,80.87,79.04,30.79,76.98,66.74,28.59,65.65,64.21,28.85,63.69,79.43,81.75,32.3,0,0,0,78.1928571428572,31.6285714285714,78.9471428571429,3792621,"1,213.90",0.204,35.8,62474,"usa"
"Memphis",2020-03-07,1,0,0,158.53,117.8,232.84,146.64,104.26,184.9,122.93,102.79,128.91,112.52,100.87,111.35,108.46,102.84,108.22,100.58,85.91,99.33,84.93,67.83,89.02,133.87,103.88,165.22,155.63,220.99,118.73,0,0,1,138.351428571429,112.311428571429,159.97,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-08,0,1,0,100.94,74.88,112.52,158.53,117.8,232.84,146.64,104.26,184.9,122.93,102.79,128.91,112.52,100.87,111.35,108.46,102.84,108.22,100.58,85.91,99.33,84.93,67.83,89.02,102.95,121.98,81.38,0,0,1,133.647142857143,108.168571428571,152.441428571429,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-09,0,0,1,110.44,104.75,113.34,100.94,74.88,112.52,158.53,117.8,232.84,146.64,104.26,184.9,122.93,102.79,128.91,112.52,100.87,111.35,108.46,102.84,108.22,100.58,85.91,99.33,111.35,114.43,106.06,0,0,0,137.291428571429,113.442857142857,155.915714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-10,0,0,0,119.97,98.96,126.56,110.44,104.75,113.34,100.94,74.88,112.52,158.53,117.8,232.84,146.64,104.26,184.9,122.93,102.79,128.91,112.52,100.87,111.35,108.46,102.84,108.22,115.21,122.92,108.9,0,0,0,140.061428571429,115.307142857143,159.805714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-11,1,0,0,114.27,102.24,117.86,119.97,98.96,126.56,110.44,104.75,113.34,100.94,74.88,112.52,158.53,117.8,232.84,146.64,104.26,184.9,122.93,102.79,128.91,112.52,100.87,111.35,106.75,111.51,99.29,0,0,0,140.891428571429,115.221428571429,161.182857142857,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-12,0,1,0,125.39,103.6,134.56,114.27,102.24,117.86,119.97,98.96,126.56,110.44,104.75,113.34,100.94,74.88,112.52,158.53,117.8,232.84,146.64,104.26,184.9,122.93,102.79,128.91,111.05,114.08,99.4,1,0,0,142.73,115.611428571429,164.498571428571,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-13,0,0,1,151.34,116.17,193.79,125.39,103.6,134.56,114.27,102.24,117.86,119.97,98.96,126.56,110.44,104.75,113.34,100.94,74.88,112.52,158.53,117.8,232.84,146.64,104.26,184.9,123.06,134.57,99.56,1,0,0,146.788571428571,117.522857142857,173.767142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-14,0,0,0,155.63,118.73,220.99,151.34,116.17,193.79,125.39,103.6,134.56,114.27,102.24,117.86,119.97,98.96,126.56,110.44,104.75,113.34,100.94,74.88,112.52,158.53,117.8,232.84,111.69,131.63,89.62,1,0,1,148.072857142857,119.59,178.922857142857,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-15,0,0,0,102.95,81.38,121.98,155.63,118.73,220.99,151.34,116.17,193.79,125.39,103.6,134.56,114.27,102.24,117.86,119.97,98.96,126.56,110.44,104.75,113.34,100.94,74.88,112.52,79.89,83.39,66.47,1,0,1,140.132857142857,114.387142857143,163.085714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-16,0,0,0,111.35,106.06,114.43,102.95,81.38,121.98,155.63,118.73,220.99,151.34,116.17,193.79,125.39,103.6,134.56,114.27,102.24,117.86,119.97,98.96,126.56,110.44,104.75,113.34,91.7,93.65,78.21,0,0,0,141.62,118.841428571429,163.358571428571,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-17,3,0,0,115.21,108.9,122.92,111.35,106.06,114.43,102.95,81.38,121.98,155.63,118.73,220.99,151.34,116.17,193.79,125.39,103.6,134.56,114.27,102.24,117.86,119.97,98.96,126.56,92.77,99.15,90.99,0,0,0,142.301428571429,119.434285714286,164.727142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-18,20,3,0,106.75,99.29,111.51,115.21,108.9,122.92,111.35,106.06,114.43,102.95,81.38,121.98,155.63,118.73,220.99,151.34,116.17,193.79,125.39,103.6,134.56,114.27,102.24,117.86,84.36,88.61,73.89,0,0,0,140.412857142857,119.481428571429,162.577142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-19,24,20,3,111.05,99.4,114.08,106.75,99.29,111.51,115.21,108.9,122.92,111.35,106.06,114.43,102.95,81.38,121.98,155.63,118.73,220.99,151.34,116.17,193.79,125.39,103.6,134.56,85.75,91.89,76.95,0,0,0,139.952857142857,119.075714285714,162.037142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-20,13,24,20,123.06,99.56,134.57,111.05,99.4,114.08,106.75,99.29,111.51,115.21,108.9,122.92,111.35,106.06,114.43,102.95,81.38,121.98,155.63,118.73,220.99,151.34,116.17,193.79,88.18,93.61,72.2,0,0,0,139.62,118.498571428571,162.038571428571,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-21,37,13,24,111.69,89.62,131.63,123.06,99.56,134.57,111.05,99.4,114.08,106.75,99.29,111.51,115.21,108.9,122.92,111.35,106.06,114.43,102.95,81.38,121.98,155.63,118.73,220.99,79.43,89.02,61.28,0,0,1,133.955714285714,114.705714285714,153.158571428571,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-22,5,37,13,79.89,66.47,83.39,111.69,89.62,131.63,123.06,99.56,134.57,111.05,99.4,114.08,106.75,99.29,111.51,115.21,108.9,122.92,111.35,106.06,114.43,102.95,81.38,121.98,50.56,50.86,48.44,0,0,1,123.135714285714,107.24,133.501428571429,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-23,79,5,37,91.7,78.21,93.65,79.89,66.47,83.39,111.69,89.62,131.63,123.06,99.56,134.57,111.05,99.4,114.08,106.75,99.29,111.51,115.21,108.9,122.92,111.35,106.06,114.43,72.57,78.69,63.57,0,0,0,121.528571428571,106.787142857143,129.454285714286,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-24,48,79,5,92.77,90.99,99.15,91.7,78.21,93.65,79.89,66.47,83.39,111.69,89.62,131.63,123.06,99.56,134.57,111.05,99.4,114.08,106.75,99.29,111.51,115.21,108.9,122.92,64.81,70.47,66.74,0,0,0,118.874285714286,104.634285714286,127.271428571429,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-25,53,48,79,84.36,73.89,88.61,92.77,90.99,99.15,91.7,78.21,93.65,79.89,66.47,83.39,111.69,89.62,131.63,123.06,99.56,134.57,111.05,99.4,114.08,106.75,99.29,111.51,64.8,73.09,64.23,0,0,0,114.467142857143,99.6328571428571,122.37,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-26,52,53,48,85.75,76.95,91.89,84.36,73.89,88.61,92.77,90.99,99.15,91.7,78.21,93.65,79.89,66.47,83.39,111.69,89.62,131.63,123.06,99.56,134.57,111.05,99.4,114.08,74.65,89.79,69.47,0,0,0,111.467142857143,96.4414285714286,119.567142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-27,61,52,53,88.18,72.2,93.61,85.75,76.95,91.89,84.36,73.89,88.61,92.77,90.99,99.15,91.7,78.21,93.65,79.89,66.47,83.39,111.69,89.62,131.63,123.06,99.56,134.57,81.74,87.81,79.74,0,0,0,108.2,92.5557142857143,116.642857142857,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-28,110,61,52,79.43,61.28,89.02,88.18,72.2,93.61,85.75,76.95,91.89,84.36,73.89,88.61,92.77,90.99,99.15,91.7,78.21,93.65,79.89,66.47,83.39,111.69,89.62,131.63,67.54,74.72,62.32,0,0,1,101.967142857143,87.0871428571429,110.135714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-29,49,110,61,50.56,48.44,50.86,79.43,61.28,89.02,88.18,72.2,93.61,85.75,76.95,91.89,84.36,73.89,88.61,92.77,90.99,99.15,91.7,78.21,93.65,79.89,66.47,83.39,56.98,68.96,58.93,0,0,1,93.2342857142857,81.2042857142857,98.5971428571429,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-30,22,49,110,72.57,63.57,78.69,50.56,48.44,50.86,79.43,61.28,89.02,88.18,72.2,93.61,85.75,76.95,91.89,84.36,73.89,88.61,92.77,90.99,99.15,91.7,78.21,93.65,68.52,71.87,70.67,0,0,0,92.1885714285714,80.79,97.9257142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-03-31,122,22,49,64.81,66.74,70.47,72.57,63.57,78.69,50.56,48.44,50.86,79.43,61.28,89.02,88.18,72.2,93.61,85.75,76.95,91.89,84.36,73.89,88.61,92.77,90.99,99.15,69.27,76.02,64.5,0,0,0,88.3471428571429,79.1514285714286,94.6142857142857,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-01,160,122,22,64.8,64.23,73.09,64.81,66.74,70.47,72.57,63.57,78.69,50.56,48.44,50.86,79.43,61.28,89.02,88.18,72.2,93.61,85.75,76.95,91.89,84.36,73.89,88.61,74.99,84.64,65.1,0,0,0,84.3514285714286,75.3285714285714,90.8914285714286,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-02,30,160,122,74.65,69.47,89.79,64.8,64.23,73.09,64.81,66.74,70.47,72.57,63.57,78.69,50.56,48.44,50.86,79.43,61.28,89.02,88.18,72.2,93.61,85.75,76.95,91.89,77.05,82.65,65.87,0,0,0,82.9642857142857,74.6971428571429,91.06,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-03,81,30,160,81.74,79.74,87.81,74.65,69.47,89.79,64.8,64.23,73.09,64.81,66.74,70.47,72.57,63.57,78.69,50.56,48.44,50.86,79.43,61.28,89.02,88.18,72.2,93.61,82.17,89.02,64.17,0,0,0,82.3914285714286,75.0957142857143,90.4771428571429,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-04,78,81,30,67.54,62.32,74.72,81.74,79.74,87.81,74.65,69.47,89.79,64.8,64.23,73.09,64.81,66.74,70.47,72.57,63.57,78.69,50.56,48.44,50.86,79.43,61.28,89.02,69.78,81.97,53.63,0,0,1,79.4428571428572,73.6842857142857,87.7785714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-05,30,78,81,56.98,58.93,68.96,67.54,62.32,74.72,81.74,79.74,87.81,74.65,69.47,89.79,64.8,64.23,73.09,64.81,66.74,70.47,72.57,63.57,78.69,50.56,48.44,50.86,54.96,67.88,51.77,0,0,1,76.2357142857143,73.3485714285714,84.9128571428571,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-06,90,30,78,68.52,70.67,71.87,56.98,58.93,68.96,67.54,62.32,74.72,81.74,79.74,87.81,74.65,69.47,89.79,64.8,64.23,73.09,64.81,66.74,70.47,72.57,63.57,78.69,72.77,85.71,58.87,0,0,0,78.8014285714286,76.5242857142857,87.9142857142857,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-07,76,90,30,69.27,64.5,76.02,68.52,70.67,71.87,56.98,58.93,68.96,67.54,62.32,74.72,81.74,79.74,87.81,74.65,69.47,89.79,64.8,64.23,73.09,64.81,66.74,70.47,70.12,77.21,57.07,0,0,0,78.33,76.6571428571429,87.5328571428571,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-08,119,76,90,74.99,65.1,84.64,69.27,64.5,76.02,68.52,70.67,71.87,56.98,58.93,68.96,67.54,62.32,74.72,81.74,79.74,87.81,74.65,69.47,89.79,64.8,64.23,73.09,75.62,85.97,61.33,0,0,0,79.7842857142857,76.4228571428572,89.5571428571428,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-09,110,119,76,77.05,65.87,82.65,74.99,65.1,84.64,69.27,64.5,76.02,68.52,70.67,71.87,56.98,58.93,68.96,67.54,62.32,74.72,81.74,79.74,87.81,74.65,69.47,89.79,78.62,87.84,64.5,0,0,0,81.5342857142857,76.6571428571429,90.9228571428572,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-10,76,110,119,82.17,64.17,89.02,77.05,65.87,82.65,74.99,65.1,84.64,69.27,64.5,76.02,68.52,70.67,71.87,56.98,58.93,68.96,67.54,62.32,74.72,81.74,79.74,87.81,85.96,95.91,62.64,0,1,0,82.6085714285714,75.9,90.8128571428572,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-11,87,76,110,69.78,53.63,81.97,82.17,64.17,89.02,77.05,65.87,82.65,74.99,65.1,84.64,69.27,64.5,76.02,68.52,70.67,71.87,56.98,58.93,68.96,67.54,62.32,74.72,75.42,91.46,48.33,0,1,1,80.9,72.17,89.9785714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-12,157,87,76,54.96,51.77,67.88,69.78,53.63,81.97,82.17,64.17,89.02,77.05,65.87,82.65,74.99,65.1,84.64,69.27,64.5,76.02,68.52,70.67,71.87,56.98,58.93,68.96,42.51,47.95,41.13,0,1,1,79.1028571428571,70.6628571428571,89.0014285714286,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-13,45,157,87,72.77,58.87,85.71,54.96,51.77,67.88,69.78,53.63,81.97,82.17,64.17,89.02,77.05,65.87,82.65,74.99,65.1,84.64,69.27,64.5,76.02,68.52,70.67,71.87,75.22,80.63,56.85,0,1,0,81.3585714285714,70.6542857142857,91.3942857142857,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-14,95,45,157,70.12,57.07,77.21,72.77,58.87,85.71,54.96,51.77,67.88,69.78,53.63,81.97,82.17,64.17,89.02,77.05,65.87,82.65,74.99,65.1,84.64,69.27,64.5,76.02,76.34,82.74,54.01,0,0,0,81.5871428571429,68.7114285714286,92.1571428571429,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-15,98,95,45,75.62,61.33,85.97,70.12,57.07,77.21,72.77,58.87,85.71,54.96,51.77,67.88,69.78,53.63,81.97,82.17,64.17,89.02,77.05,65.87,82.65,74.99,65.1,84.64,85.25,94.75,56.2,0,0,0,82.4942857142857,68.2585714285714,93.5785714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-16,187,98,95,78.62,64.5,87.84,75.62,61.33,85.97,70.12,57.07,77.21,72.77,58.87,85.71,54.96,51.77,67.88,69.78,53.63,81.97,82.17,64.17,89.02,77.05,65.87,82.65,88.36,92.72,58.6,0,0,0,83.0128571428571,68.1728571428572,94.0357142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-17,74,187,98,85.96,62.64,95.91,78.62,64.5,87.84,75.62,61.33,85.97,70.12,57.07,77.21,72.77,58.87,85.71,54.96,51.77,67.88,69.78,53.63,81.97,82.17,64.17,89.02,95.67,104.55,61.88,0,0,0,84.2857142857143,67.7114285714286,95.93,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-18,66,74,187,75.42,48.33,91.46,85.96,62.64,95.91,78.62,64.5,87.84,75.62,61.33,85.97,70.12,57.07,77.21,72.77,58.87,85.71,54.96,51.77,67.88,69.78,53.63,81.97,89.68,100.97,59.15,0,0,1,83.3214285714286,65.4485714285714,96.2785714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-19,101,66,74,42.51,41.13,47.95,75.42,48.33,91.46,85.96,62.64,95.91,78.62,64.5,87.84,75.62,61.33,85.97,70.12,57.07,77.21,72.77,58.87,85.71,54.96,51.77,67.88,59.52,62.21,44.84,0,0,1,79.4257142857143,63.6628571428571,91.4185714285714,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-20,45,101,66,75.22,56.85,80.63,42.51,41.13,47.95,75.42,48.33,91.46,85.96,62.64,95.91,78.62,64.5,87.84,75.62,61.33,85.97,70.12,57.07,77.21,72.77,58.87,85.71,91.62,106.19,62.92,0,0,0,82.32,64.3885714285714,93.24,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-21,57,45,101,76.34,54.01,82.74,75.22,56.85,80.63,42.51,41.13,47.95,75.42,48.33,91.46,85.96,62.64,95.91,78.62,64.5,87.84,75.62,61.33,85.97,70.12,57.07,77.21,89.2,101.89,64.88,0,0,0,82.83,63.6942857142857,92.8157142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-22,52,57,45,85.25,56.2,94.75,76.34,54.01,82.74,75.22,56.85,80.63,42.51,41.13,47.95,75.42,48.33,91.46,85.96,62.64,95.91,78.62,64.5,87.84,75.62,61.33,85.97,84.33,87.83,56.53,0,0,0,84.9914285714286,63.57,95.3214285714286,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-23,67,52,57,88.36,58.6,92.72,85.25,56.2,94.75,76.34,54.01,82.74,75.22,56.85,80.63,42.51,41.13,47.95,75.42,48.33,91.46,85.96,62.64,95.91,78.62,64.5,87.84,86.49,85.52,52.32,0,0,0,86.8114285714286,63.18,96.2857142857143,646889,"822.1",0.269,34.3,37199,"usa"
"Memphis",2020-04-24,101,67,52,95.67,61.88,104.55,88.36,58.6,92.72,85.25,56.2,94.75,76.34,54.01,82.74,75.22,56.85,80.63,42.51,41.13,47.95,75.42,48.33,91.46,85.96,62.64,95.91,103.26,111.63,70.02,0,0,0,89.2471428571429,62.8057142857143,98.6728571428572,646889,"822.1",0.269,34.3,37199,"usa"
