"city","date","weekNum","case.rate","casesTminus1.rate","casesTminus2.rate","testingNearMe","testingNearMeTminus1"
"Tampa",2020-05-10,11,11.77,8.61,10.14,8,8
"Tampa",2020-05-17,12,12.86,11.77,8.61,10,8
"Tampa",2020-05-24,13,14.37,12.86,11.77,8,10
"Tampa",2020-05-31,14,26.01,14.37,12.86,8,8
"Tampa",2020-06-07,15,47.76,26.01,14.37,12,8
"Tampa",2020-06-14,16,107.55,47.76,26.01,40,12
"Tampa",2020-06-21,17,222.45,107.55,47.76,82,40
"Tampa",2020-06-28,18,255.41,222.45,107.55,79,82
"Tampa",2020-07-05,19,268.46,255.41,222.45,83,79
"Tampa",2020-07-12,20,265.4,268.46,255.41,66,83
"Tampa",2020-07-19,21,209.78,265.4,268.46,34,66
"Tampa",2020-07-26,22,175,209.78,265.4,29,34
"Tampa",2020-08-02,23,145.74,175,209.78,26,29
"Tampa",2020-08-09,24,105.04,145.74,175,22,26
"Tampa",2020-08-16,25,85.64,105.04,145.74,24,22
"Tampa",2020-08-23,26,65.86,85.64,105.04,18,24
"Tampa",2020-08-30,27,78.31,65.86,85.64,24,18
"Tampa",2020-09-06,28,59,78.31,65.86,31,24
"Tampa",2020-09-13,29,72.27,59,78.31,24,31
"Tampa",2020-09-20,30,66.54,72.27,59,33,24
"Tampa",2020-09-27,31,59.94,66.54,72.27,27,33
"Tampa",2020-10-04,32,58.42,59.94,66.54,37,27
"Tampa",2020-10-11,33,97.09,58.42,59.94,36,37
"Tampa",2020-10-18,34,95.72,97.09,58.42,33,36
"Tampa",2020-10-25,35,97.28,95.72,97.09,30,33
"Tampa",2020-11-01,36,137.03,97.28,95.72,52,30
"Tampa",2020-11-08,37,143.01,137.03,97.28,50,52
"Tampa",2020-11-15,38,187.68,143.01,137.03,74,50
"Tampa",2020-11-22,39,186.13,187.68,143.01,54,74
"Tampa",2020-11-29,40,211.22,186.13,187.68,71,54
"Tampa",2020-12-06,41,288.12,211.22,186.13,67,71
"Tampa",2020-12-13,42,304.8,288.12,211.22,77,67
"Tampa",2020-12-20,43,289.73,304.8,288.12,73,77
"Tampa",2020-12-27,44,349.86,289.73,304.8,100,73
"Tampa",2021-01-03,45,415.92,349.86,289.73,72,100
"Tampa",2021-01-10,46,365,415.92,349.86,46,72
"Tampa",2021-01-17,47,295.26,365,415.92,47,46
"Tampa",2021-01-24,48,264.99,295.26,365,42,47
"Tampa",2021-01-31,49,205.52,264.99,295.26,33,42
"Tampa",2021-02-07,50,180.95,205.52,264.99,30,33
"Tampa",2021-02-14,51,175.44,180.95,205.52,32,30
"Tampa",2021-02-21,52,164.17,175.44,180.95,33,32
"Tampa",2021-02-28,53,141.85,164.17,175.44,30,33
"Tampa",2021-03-07,54,132.4,141.85,164.17,44,30
"Tampa",2021-03-14,55,134.31,132.4,141.85,NA,44
"Tampa",2021-03-21,56,153.28,134.31,132.4,NA,NA
"Tampa",2021-03-28,57,173.84,153.28,134.31,NA,NA
"Tampa",2021-04-04,58,187.27,173.84,153.28,NA,NA
"Tampa",2021-04-11,59,201.33,187.27,173.84,NA,NA
"Tampa",2021-04-18,60,191.94,201.33,187.27,NA,NA
"Tampa",2021-04-25,61,160.45,191.94,201.33,NA,NA
"Tampa",2021-05-02,62,127.27,160.45,191.94,NA,NA
"Tampa",2021-05-09,63,106.17,127.27,160.45,NA,NA
"Tampa",2021-05-16,64,85.42,106.17,127.27,NA,NA
"Tampa",2021-05-23,65,58.36,85.42,106.17,NA,NA
"Tampa",2021-05-30,66,44.57,58.36,85.42,NA,NA
"Tampa",2021-06-06,67,46.98,44.57,58.36,NA,NA
"Tampa",2021-06-13,68,46.42,46.98,44.57,NA,NA
"Tampa",2021-06-20,69,40.53,46.42,46.98,NA,NA
"Tampa",2021-06-27,70,54.09,40.53,46.42,NA,NA
"Tampa",2021-07-04,71,76.66,54.09,40.53,NA,NA
"Tampa",2021-07-11,72,171.97,76.66,54.09,NA,NA
"Tampa",2021-07-18,73,318.7,171.97,76.66,NA,NA
"Tampa",2021-07-25,74,481.75,318.7,171.97,NA,NA
"Tampa",2021-08-01,75,579.15,481.75,318.7,NA,NA
"Tampa",2021-08-08,76,713.25,579.15,481.75,NA,NA
"Tampa",2021-08-15,77,736.35,713.25,579.15,NA,NA
"Tampa",2021-08-22,78,785.11,736.35,713.25,NA,NA
"Tampa",2021-08-29,79,645.86,785.11,736.35,NA,NA
"Tampa",2021-09-05,80,526.35,645.86,785.11,NA,NA
"Tampa",2021-09-12,81,390.66,526.35,645.86,NA,NA
"Tampa",2021-09-19,82,258.57,390.66,526.35,NA,NA
"Tampa",2021-09-26,83,183.64,258.57,390.66,NA,NA
"Tampa",2021-10-03,84,119.72,183.64,258.57,NA,NA
"Tampa",2021-10-10,85,91.05,119.72,183.64,NA,NA
"Tampa",2021-10-17,86,70.55,91.05,119.72,NA,NA
"Tampa",2021-10-24,87,49.92,70.55,91.05,NA,NA
"Tampa",2021-10-31,88,47.86,49.92,70.55,NA,NA
"Tampa",2021-11-07,89,47.14,47.86,49.92,NA,NA
"Tampa",2021-11-14,90,54.46,47.14,47.86,NA,NA
"Tampa",2021-11-21,91,0.11,54.46,47.14,NA,NA
"Tampa",2021-11-28,92,85.97,0.11,54.46,NA,NA
"Tampa",2021-12-05,93,55.09,85.97,0.11,NA,NA
"Tampa",2021-12-12,94,74.5,55.09,85.97,NA,NA
"Tampa",2021-12-19,95,259.86,74.5,55.09,NA,NA
"Tampa",2021-12-26,96,820.23,259.86,74.5,NA,NA
"Tampa",2022-01-02,97,1289.43,820.23,259.86,NA,NA
"Tampa",2022-01-09,98,1550.6,1289.43,820.23,NA,NA
