"","City","date","newCases","casesTminus1","casesTminus2","g_retail","g_grocery","g_parks","g_transit","g_workplaces","g_residential","g_retailMinus7","g_groceryMinus7","g_parksMinus7","g_transitMinus7","g_workplacesMinus7","g_residentialMinus7","g_retailMinus8","g_groceryMinus8","g_parksMinus8","g_transitMinus8","g_workplacesMinus8","g_residentialMinus8","g_retailMinus9","g_groceryMinus9","g_parksMinus9","g_transitMinus9","g_workplacesMinus9","g_residentialMinus9","g_retailMinus10","g_groceryMinus10","g_parksMinus10","g_transitMinus10","g_workplacesMinus10","g_residentialMinus10","g_retailMinus11","g_groceryMinus11","g_parksMinus11","g_transitMinus11","g_workplacesMinus11","g_residentialMinus11","g_retailMinus12","g_groceryMinus12","g_parksMinus12","g_transitMinus12","g_workplacesMinus12","g_residentialMinus12","g_retailMinus13","g_groceryMinus13","g_parksMinus13","g_transitMinus13","g_workplacesMinus13","g_residentialMinus13","g_retailMinus14","g_groceryMinus14","g_parksMinus14","g_transitMinus14","g_workplacesMinus14","g_residentialMinus14","a_drivingMinus7","a_transitMinus7","a_walkingMinus7","a_drivingMinus8","a_transitMinus8","a_walkingMinus8","a_drivingMinus9","a_transitMinus9","a_walkingMinus9","a_drivingMinus10","a_transitMinus10","a_walkingMinus10","a_drivingMinus11","a_transitMinus11","a_walkingMinus11","a_drivingMinus12","a_transitMinus12","a_walkingMinus12","a_drivingMinus13","a_transitMinus13","a_walkingMinus13","a_drivingMinus14","a_transitMinus14","a_walkingMinus14","a_driving","a_walking","a_transit","anomalousWeekend","longWeekend","weekend","sumDrivingMinus7_14","sumTransitMinus7_14","sumWalkingMinus7_14","Population","LandAreakm","Poverty.rate","Median.age","Median.household.income"
"237","Montreal",2020-04-03,351,410,305,-73,-36,-49,-76,-72,33,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69,-29,-21,-73,-71,30,-61,-20,-17,-69,-64,26,-58,-21,-51,-67,-59,23,-60,-22,6,-60,-38,12,-58,-14,-5,-56,-39,15,-57,-14,-35,-59,-54,24,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-66.2,-80.38,-61.41,-59.13,-79.43,-60.49,-54.9,-76.2,-60.36,-58.46,-71,-57.13,-63.47,-73.23,-67.92,-57.19,-73.32,-66.52,-71.34,-72.5,-83.66,0,0,0,-70.8328571428571,-88.3957142857143,-72.4042857142857,4098927,4604,0.086,40.3,52003.3389
"238","Montreal",2020-04-04,340,351,410,-69,-31,33,-68,-55,18,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69,-29,-21,-73,-71,30,-61,-20,-17,-69,-64,26,-58,-21,-51,-67,-59,23,-60,-22,6,-60,-38,12,-58,-14,-5,-56,-39,15,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-66.2,-80.38,-61.41,-59.13,-79.43,-60.49,-54.9,-76.2,-60.36,-58.46,-71,-57.13,-63.47,-73.23,-67.92,-71.69,-65.43,-83,0,0,1,-72.9728571428571,-89.6142857142857,-73.0428571428571,4098927,4604,0.086,40.3,52003.3389
"239","Montreal",2020-04-05,261,340,351,-87,-79,-31,-79,-58,18,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69,-29,-21,-73,-71,30,-61,-20,-17,-69,-64,26,-58,-21,-51,-67,-59,23,-60,-22,6,-60,-38,12,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-66.2,-80.38,-61.41,-59.13,-79.43,-60.49,-54.9,-76.2,-60.36,-58.46,-71,-57.13,-70.62,-65.76,-81.8,0,0,1,-73.85,-90.7528571428571,-73.9157142857143,4098927,4604,0.086,40.3,52003.3389
"240","Montreal",2020-04-06,457,261,340,-64,-24,14,-74,-72,28,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69,-29,-21,-73,-71,30,-61,-20,-17,-69,-64,26,-58,-21,-51,-67,-59,23,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-66.2,-80.38,-61.41,-59.13,-79.43,-60.49,-54.9,-76.2,-60.36,-65.69,-56.99,-81.81,0,0,0,-75.1328571428571,-92.21,-75.6914285714286,4098927,4604,0.086,40.3,52003.3389
"241","Montreal",2020-04-07,421,457,261,-68,-29,18,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69,-29,-21,-73,-71,30,-61,-20,-17,-69,-64,26,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-66.2,-80.38,-61.41,-59.13,-79.43,-60.49,-66.57,-58.52,-83.33,0,0,0,-76.5857142857143,-92.9057142857143,-75.5242857142857,4098927,4604,0.086,40.3,52003.3389
"242","Montreal",2020-04-08,377,421,457,-70,-33,-18,-76,-74,31,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69,-29,-21,-73,-71,30,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-66.2,-80.38,-61.41,-66.98,-62.32,-82.8,0,0,0,-77.6528571428571,-93.28,-76.1614285714286,4098927,4604,0.086,40.3,52003.3389
"243","Montreal",2020-04-09,352,377,421,-71,-33,-65,-78,-74,32,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-69,-28,-35,-74,-71,30,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-67.81,-82.27,-66.51,-67.79,-69.94,-85.26,0,0,0,-78.11,-93.67,-77.3771428571429,4098927,4604,0.086,40.3,52003.3389
"244","Montreal",2020-04-10,307,352,377,-74,-36,-44,-79,-82,36,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-69,-29,9,-72,-70,30,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-68.67,-82.94,-66.49,-72.44,-74.33,-85.35,0,1,0,-78.6142857142857,-93.8685714285714,-78.2328571428571,4098927,4604,0.086,40.3,52003.3389
"245","Montreal",2020-04-11,256,307,352,-72,-35,-22,-71,-56,20,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-71,-34,-13,-69,-54,18,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-72.17,-81.85,-70.99,-71.22,-72.07,-84.15,0,1,1,-79.0457142857143,-93.8771428571429,-78.0814285714286,4098927,4604,0.086,40.3,52003.3389
"246","Montreal",2020-04-12,330,256,307,-86,-77,32,-75,-59,17,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-77,-51,-73,-77,-52,16,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-69.61,-81.2,-74.03,-67.3,-57.29,-81.84,0,1,1,-78.8242857142857,-93.87,-77.3342857142857,4098927,4604,0.086,40.3,52003.3389
"247","Montreal",2020-04-13,541,330,256,-74,-46,-65,-82,-81,33,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-70,-38,-58,-77,-73,29,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-67.44,-81.2,-69.56,-71.09,-71.07,-81.83,0,1,0,-78.2642857142857,-93.9571428571429,-74.9,4098927,4604,0.086,40.3,52003.3389
"248","Montreal",2020-04-14,468,541,330,-67,-29,-20,-75,-73,30,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-67,-29,5,-75,-73,29,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-65.07,-81.07,-59.19,-63.68,-62.57,-81.96,0,0,0,-78.14,-94.2614285714286,-73.3228571428571,4098927,4604,0.086,40.3,52003.3389
"249","Montreal",2020-04-15,617,468,541,-68,-32,-25,-76,-73,31,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-68,-31,-32,-75,-73,30,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-66.6,-82.05,-64.95,-62.72,-63.31,-81.68,0,0,0,-78.4128571428571,-94.5085714285714,-73.77,4098927,4604,0.086,40.3,52003.3389
"250","Montreal",2020-04-16,496,617,468,-69,-32,-31,-76,-72,31,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-71,-34,-57,-77,-73,32,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-69.4,-83.11,-69.92,-62.86,-64.15,-82.77,0,0,0,-78.5828571428572,-94.9671428571429,-74.4828571428571,4098927,4604,0.086,40.3,52003.3389
"251","Montreal",2020-04-17,571,496,617,-70,-35,-28,-75,-71,33,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-73,-36,-49,-76,-72,33,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-71.34,-83.66,-72.5,-65.19,-68.93,-83.57,0,0,0,-79.0171428571429,-95.2871428571429,-75.1128571428571,4098927,4604,0.086,40.3,52003.3389
"252","Montreal",2020-04-18,330,571,496,-67,-30,30,-67,-50,18,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-69,-31,33,-68,-55,18,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-71.69,-83,-65.43,-66.31,-65.2,-81.64,0,0,1,-79,-95.3571428571429,-75.0514285714286,4098927,4604,0.086,40.3,52003.3389
"253","Montreal",2020-04-19,428,330,571,-86,-78,-32,-78,-56,18,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-87,-79,-31,-79,-58,18,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-70.62,-81.8,-65.76,-63.57,-62.83,-79.61,0,0,1,-78.3728571428571,-95.1914285714286,-73.8885714285714,4098927,4604,0.086,40.3,52003.3389
"254","Montreal",2020-04-20,484,428,330,-60,-21,31,-72,-70,27,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-64,-24,14,-74,-72,28,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-65.69,-81.81,-56.99,-55.72,-53.16,-79.76,0,0,0,-78.44,-95.1957142857143,-74.6471428571429,4098927,4604,0.086,40.3,52003.3389
"255","Montreal",2020-04-21,458,484,428,-68,-35,-49,-77,-71,30,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-68,-29,18,-75,-73,30,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-66.57,-83.33,-58.52,-59.46,-66.7,-80.99,0,0,0,-78.1528571428571,-95.2171428571429,-75.4442857142857,4098927,4604,0.086,40.3,52003.3389
"256","Montreal",2020-04-22,534,458,484,-68,-34,-52,-77,-71,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-70,-33,-18,-76,-74,31,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-66.98,-82.8,-62.32,-59.12,-64.4,-79.99,0,0,0,-77.6028571428571,-94.9814285714286,-76.1285714285714,4098927,4604,0.086,40.3,52003.3389
"257","Montreal",2020-04-23,525,534,458,-65,-24,5,-73,-70,30,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-71,-33,-65,-78,-74,32,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-67.79,-85.26,-69.94,-56.62,-60.23,-81.36,0,0,0,-77.0142857142857,-94.9771428571429,-76.39,4098927,4604,0.086,40.3,52003.3389
"258","Montreal",2020-04-24,497,525,534,-68,-30,10,-72,-69,31,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-74,-36,-44,-79,-82,36,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-72.44,-85.35,-74.33,-59.04,-63.5,-81.79,0,0,0,-76.6428571428571,-94.7357142857143,-76.2457142857143,4098927,4604,0.086,40.3,52003.3389
"259","Montreal",2020-04-25,312,497,525,-64,-26,89,-63,-47,17,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-72,-35,-22,-71,-56,20,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-71.22,-84.15,-72.07,-60.82,-57.72,-79.68,0,0,1,-75.7671428571429,-94.2057142857143,-74.9414285714286,4098927,4604,0.086,40.3,52003.3389
"260","Montreal",2020-04-26,283,312,497,-84,-75,4,-75,-53,17,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-86,-77,32,-75,-59,17,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-67.3,-81.84,-57.29,-57.3,-58.14,-77.65,0,0,1,-74.6742857142857,-93.5571428571428,-73.6214285714286,4098927,4604,0.086,40.3,52003.3389
"261","Montreal",2020-04-27,462,283,312,-60,-23,-13,-74,-69,27,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-74,-46,-65,-82,-81,33,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-71.09,-81.83,-71.07,-52.47,-56.04,-77.04,0,0,0,-73.02,-93.26,-73.0314285714286,4098927,4604,0.086,40.3,52003.3389
"262","Montreal",2020-04-28,470,462,283,-61,-23,62,-71,-69,28,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-67,-29,-20,-75,-73,30,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-63.68,-81.96,-62.57,-50.69,-50.27,-78.15,0,0,0,-71.3585714285714,-93.14,-72.4071428571429,4098927,4604,0.086,40.3,52003.3389
"263","Montreal",2020-04-29,521,470,462,-64,-25,57,-71,-68,28,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-68,-32,-25,-76,-73,31,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-62.72,-81.68,-63.31,-48.55,-48.77,-77.04,0,0,0,-70.7071428571429,-92.8585714285714,-72.6685714285714,4098927,4604,0.086,40.3,52003.3389
"264","Montreal",2020-04-30,590,521,470,-73,-30,-46,-76,-69,30,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-69,-32,-31,-76,-72,31,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-62.86,-82.77,-64.15,-54.5,-63.84,-79.4,0,0,0,-69.8357142857143,-92.8128571428571,-72.2285714285714,4098927,4604,0.086,40.3,52003.3389
"265","Montreal",2020-05-01,615,590,521,-70,-24,10,-71,-66,30,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-70,-35,-28,-75,-71,33,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-65.19,-83.57,-68.93,-53.35,-61.03,-78.16,0,0,0,-69.29,-92.6728571428572,-72.1357142857143,4098927,4604,0.086,40.3,52003.3389
"266","Montreal",2020-05-02,523,615,590,-66,-19,133,-59,-43,15,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-67,-30,30,-67,-50,18,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-66.31,-81.64,-65.2,-52.49,-48.72,-75.52,0,0,1,-68.6657142857143,-92.1171428571429,-70.5342857142857,4098927,4604,0.086,40.3,52003.3389
"267","Montreal",2020-05-03,346,523,615,-82,-69,94,-69,-46,15,-84,-75,4,-75,-53,17,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-86,-78,-32,-78,-56,18,-57.3,-77.65,-58.14,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-63.57,-79.61,-62.83,-46.37,-39.23,-71.19,0,0,1,-67.3785714285714,-91.5471428571429,-69.5257142857143,4098927,4604,0.086,40.3,52003.3389
"268","Montreal",2020-05-04,418,346,523,-64,-17,-8,-72,-66,26,-60,-23,-13,-74,-69,27,-84,-75,4,-75,-53,17,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-60,-21,31,-72,-70,27,-52.47,-77.04,-56.04,-57.3,-77.65,-58.14,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-55.72,-79.76,-53.16,-43.73,-46.82,-72.66,0,0,0,-65.7928571428571,-91.18,-68.5557142857143,4098927,4604,0.086,40.3,52003.3389
"269","Montreal",2020-05-05,470,418,346,-66,-20,22,-71,-66,27,-61,-23,62,-71,-69,28,-60,-23,-13,-74,-69,27,-84,-75,4,-75,-53,17,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-68,-35,-49,-77,-71,30,-50.69,-78.15,-50.27,-52.47,-77.04,-56.04,-57.3,-77.65,-58.14,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-59.46,-80.99,-66.7,-42.55,-46.71,-72.75,0,0,0,-65.0742857142857,-90.95,-68.1428571428571,4098927,4604,0.086,40.3,52003.3389
"270","Montreal",2020-05-06,568,470,418,-65,-20,57,-69,-66,27,-64,-25,57,-71,-68,28,-61,-23,62,-71,-69,28,-60,-23,-13,-74,-69,27,-84,-75,4,-75,-53,17,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-68,-34,-52,-77,-71,31,-48.55,-77.04,-48.77,-50.69,-78.15,-50.27,-52.47,-77.04,-56.04,-57.3,-77.65,-58.14,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-59.12,-79.99,-64.4,-41.25,-40.8,-71.86,0,0,0,-63.5157142857143,-90.3857142857143,-65.5814285714286,4098927,4604,0.086,40.3,52003.3389
"271","Montreal",2020-05-07,427,568,470,-65,-19,34,-70,-66,27,-73,-30,-46,-76,-69,30,-64,-25,57,-71,-68,28,-61,-23,62,-71,-69,28,-60,-23,-13,-74,-69,27,-84,-75,4,-75,-53,17,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-65,-24,5,-73,-70,30,-54.5,-79.4,-63.84,-48.55,-77.04,-48.77,-50.69,-78.15,-50.27,-52.47,-77.04,-56.04,-57.3,-77.65,-58.14,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-56.62,-81.36,-60.23,-44.31,-48.05,-75.5,0,0,0,-62.8557142857143,-90.3014285714286,-65.5014285714286,4098927,4604,0.086,40.3,52003.3389
"272","Montreal",2020-05-08,435,427,568,-69,-24,-7,-71,-64,29,-70,-24,10,-71,-66,30,-73,-30,-46,-76,-69,30,-64,-25,57,-71,-68,28,-61,-23,62,-71,-69,28,-60,-23,-13,-74,-69,27,-84,-75,4,-75,-53,17,-64,-26,89,-63,-47,17,-68,-30,10,-72,-69,31,-53.35,-78.16,-61.03,-54.5,-79.4,-63.84,-48.55,-77.04,-48.77,-50.69,-78.15,-50.27,-52.47,-77.04,-56.04,-57.3,-77.65,-58.14,-60.82,-79.68,-57.72,-59.04,-81.79,-63.5,-49.01,-61.35,-77.43,0,0,0,-62.3885714285714,-89.8442857142857,-65.6157142857143,4098927,4604,0.086,40.3,52003.3389
