"","City","date","newCases","casesTminus1","casesTminus2","g_retail","g_grocery","g_parks","g_transit","g_workplaces","g_residential","g_retailMinus7","g_groceryMinus7","g_parksMinus7","g_transitMinus7","g_workplacesMinus7","g_residentialMinus7","g_retailMinus8","g_groceryMinus8","g_parksMinus8","g_transitMinus8","g_workplacesMinus8","g_residentialMinus8","g_retailMinus9","g_groceryMinus9","g_parksMinus9","g_transitMinus9","g_workplacesMinus9","g_residentialMinus9","g_retailMinus10","g_groceryMinus10","g_parksMinus10","g_transitMinus10","g_workplacesMinus10","g_residentialMinus10","g_retailMinus11","g_groceryMinus11","g_parksMinus11","g_transitMinus11","g_workplacesMinus11","g_residentialMinus11","g_retailMinus12","g_groceryMinus12","g_parksMinus12","g_transitMinus12","g_workplacesMinus12","g_residentialMinus12","g_retailMinus13","g_groceryMinus13","g_parksMinus13","g_transitMinus13","g_workplacesMinus13","g_residentialMinus13","g_retailMinus14","g_groceryMinus14","g_parksMinus14","g_transitMinus14","g_workplacesMinus14","g_residentialMinus14","a_drivingMinus7","a_transitMinus7","a_walkingMinus7","a_drivingMinus8","a_transitMinus8","a_walkingMinus8","a_drivingMinus9","a_transitMinus9","a_walkingMinus9","a_drivingMinus10","a_transitMinus10","a_walkingMinus10","a_drivingMinus11","a_transitMinus11","a_walkingMinus11","a_drivingMinus12","a_transitMinus12","a_walkingMinus12","a_drivingMinus13","a_transitMinus13","a_walkingMinus13","a_drivingMinus14","a_transitMinus14","a_walkingMinus14","a_driving","a_walking","a_transit","anomalousWeekend","longWeekend","weekend","sumDrivingMinus7_14","sumTransitMinus7_14","sumWalkingMinus7_14","Population","LandAreakm","Poverty.rate","Median.age","Median.household.income"
"1","London",2020-03-01,4,1,3,9,4,24,5,1,-1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,3,-1,10,-5,-14,3,2,-4,-4,-6,-13,3,3,-3,3,-5,-13,3,4,-2,11,-4,-13,2,11,4,28,-3,-13,2,-9,-11,-41,-9,-4,1,4.7,5.85,0.46,5.24,9,5.62,9.4,11.57,12.06,11.62,11.24,7.12,10.94,12.64,10.24,13.65,13.92,14.51,17.7,19.14,24.16,4,10.97,-7.6,5.7,5.13,3.83,0,0,1,11.0357142857143,13.4757142857143,9.51,8787892,1572,0.28,35.3,56273.38129
"2","London",2020-03-02,12,4,1,2,6,15,-3,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,3,-1,10,-5,-14,3,2,-4,-4,-6,-13,3,3,-3,3,-5,-13,3,4,-2,11,-4,-13,2,11,4,28,-3,-13,2,3.34,3.8,-1.28,4.7,5.85,0.46,5.24,9,5.62,9.4,11.57,12.06,11.62,11.24,7.12,10.94,12.64,10.24,13.65,13.92,14.51,17.7,19.14,24.16,0.17,-1.92,-0.93,0,0,0,10.9414285714286,12.4514285714286,10.4128571428571,8787892,1572,0.28,35.3,56273.38129
"3","London",2020-03-03,6,12,4,-1,2,3,-4,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,3,-1,10,-5,-14,3,2,-4,-4,-6,-13,3,3,-3,3,-5,-13,3,4,-2,11,-4,-13,2,2.62,2.1,4.22,3.34,3.8,-1.28,4.7,5.85,0.46,5.24,9,5.62,9.4,11.57,12.06,11.62,11.24,7.12,10.94,12.64,10.24,13.65,13.92,14.51,1.86,-0.3,-1.63,0,0,0,8.78714285714286,10.0171428571429,7.56428571428571,8787892,1572,0.28,35.3,56273.38129
"4","London",2020-03-04,18,6,12,-3,1,-7,-4,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,3,-1,10,-5,-14,3,2,-4,-4,-6,-13,3,3,-3,3,-5,-13,3,0.33,-0.82,0.25,2.62,2.1,4.22,3.34,3.8,-1.28,4.7,5.85,0.46,5.24,9,5.62,9.4,11.57,12.06,11.62,11.24,7.12,10.94,12.64,10.24,1.06,-8.46,-3.74,0,0,0,6.88428571428571,7.91142857142857,5.52714285714286,8787892,1572,0.28,35.3,56273.38129
"5","London",2020-03-05,14,18,6,-9,-5,-21,-6,-1,2,0,-1,4,-1,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,3,-1,10,-5,-14,3,2,-4,-4,-6,-13,3,0.82,-0.39,-2.46,0.33,-0.82,0.25,2.62,2.1,4.22,3.34,3.8,-1.28,4.7,5.85,0.46,5.24,9,5.62,9.4,11.57,12.06,11.62,11.24,7.12,2.26,-16.15,-4.24,0,0,0,5.43857142857143,6.05,3.71285714285714,8787892,1572,0.28,35.3,56273.38129
"6","London",2020-03-06,23,14,18,1,8,14,-3,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,3,-1,10,-5,-14,3,4.8,1.96,-2.64,0.82,-0.39,-2.46,0.33,-0.82,0.25,2.62,2.1,4.22,3.34,3.8,-1.28,4.7,5.85,0.46,5.24,9,5.62,9.4,11.57,12.06,3.49,3.43,-1.07,0,0,0,4.46428571428571,4.72428571428571,2.31857142857143,8787892,1572,0.28,35.3,56273.38129
"7","London",2020-03-07,14,23,14,-2,3,-6,-4,1,0,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,-4,-3,-7,-2,-1,0,4.68,-0.34,-4.5,4.8,1.96,-2.64,0.82,-0.39,-2.46,0.33,-0.82,0.25,2.62,2.1,4.22,3.34,3.8,-1.28,4.7,5.85,0.46,5.24,9,5.62,2.9,3.68,-1.65,0,0,1,3.79,3.02285714285714,-0.0471428571428572,8787892,1572,0.28,35.3,56273.38129
"8","London",2020-03-08,22,14,23,-1,3,-2,-4,0,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,-1,-3,-9,1,-1,0,5.7,3.83,5.13,4.68,-0.34,-4.5,4.8,1.96,-2.64,0.82,-0.39,-2.46,0.33,-0.82,0.25,2.62,2.1,4.22,3.34,3.8,-1.28,4.7,5.85,0.46,-1.53,-6.8,-4.04,0,0,1,3.85571428571429,2.28428571428571,-0.117142857142857,8787892,1572,0.28,35.3,56273.38129
"9","London",2020-03-09,53,22,14,-3,6,3,-6,-1,1,2,6,15,-3,1,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,-3,0,-1,-3,-1,1,0.17,-0.93,-1.92,5.7,3.83,5.13,4.68,-0.34,-4.5,4.8,1.96,-2.64,0.82,-0.39,-2.46,0.33,-0.82,0.25,2.62,2.1,4.22,3.34,3.8,-1.28,-3.34,-7.73,-5.45,0,0,0,3.20857142857143,1.31571428571429,-0.457142857142857,8787892,1572,0.28,35.3,56273.38129
"10","London",2020-03-10,91,53,22,-6,7,-3,-7,-2,2,-1,2,3,-4,1,0,2,6,15,-3,1,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,-2,0,11,-2,1,0,-1,2,5,0,1,0,1.86,-1.63,-0.3,0.17,-0.93,-1.92,5.7,3.83,5.13,4.68,-0.34,-4.5,4.8,1.96,-2.64,0.82,-0.39,-2.46,0.33,-0.82,0.25,2.62,2.1,4.22,-4.02,-8.25,-7.2,0,0,0,2.99714285714286,0.54,-0.317142857142857,8787892,1572,0.28,35.3,56273.38129
"11","London",2020-03-11,183,91,53,-6,8,9,-10,-3,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,2,6,15,-3,1,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,-2,0,11,-2,1,0,1.06,-3.74,-8.46,1.86,-1.63,-0.3,0.17,-0.93,-1.92,5.7,3.83,5.13,4.68,-0.34,-4.5,4.8,1.96,-2.64,0.82,-0.39,-2.46,0.33,-0.82,0.25,-9.2,-14.34,-15.08,0,0,0,2.77428571428571,-0.294285714285714,-2.12857142857143,8787892,1572,0.28,35.3,56273.38129
"12","London",2020-03-12,165,183,91,-8,14,-3,-13,-5,3,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,2,6,15,-3,1,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,0,-1,4,-1,0,1,2.26,-4.24,-16.15,1.06,-3.74,-8.46,1.86,-1.63,-0.3,0.17,-0.93,-1.92,5.7,3.83,5.13,4.68,-0.34,-4.5,4.8,1.96,-2.64,0.82,-0.39,-2.46,-14.05,-22.16,-22.76,1,0,0,3.05,-0.782857142857143,-4.47142857142857,8787892,1572,0.28,35.3,56273.38129
"13","London",2020-03-13,136,165,183,-13,15,-4,-18,-9,5,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,2,6,15,-3,1,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,-2,-1,-9,-2,0,1,3.49,-1.07,3.43,2.26,-4.24,-16.15,1.06,-3.74,-8.46,1.86,-1.63,-0.3,0.17,-0.93,-1.92,5.7,3.83,5.13,4.68,-0.34,-4.5,4.8,1.96,-2.64,-17.46,-24.16,-25.08,1,0,0,3.43142857142857,-0.88,-3.63,8787892,1572,0.28,35.3,56273.38129
"14","London",2020-03-14,149,136,165,-20,9,-17,-22,-4,4,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,2,6,15,-3,1,0,9,4,24,5,1,-1,-2,0,-21,-5,0,1,2.9,-1.65,3.68,3.49,-1.07,3.43,2.26,-4.24,-16.15,1.06,-3.74,-8.46,1.86,-1.63,-0.3,0.17,-0.93,-1.92,5.7,3.83,5.13,4.68,-0.34,-4.5,-20.86,-27.13,-27,1,0,1,3.16,-1.39571428571429,-2.72714285714286,8787892,1572,0.28,35.3,56273.38129
"15","London",2020-03-15,165,149,136,-24,6,-21,-24,-7,4,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,2,6,15,-3,1,0,9,4,24,5,1,-1,-1.53,-4.04,-6.8,2.9,-1.65,3.68,3.49,-1.07,3.43,2.26,-4.24,-16.15,1.06,-3.74,-8.46,1.86,-1.63,-0.3,0.17,-0.93,-1.92,5.7,3.83,5.13,-27.61,-38.15,-35.82,1,0,1,2.27285714285714,-1.92428571428571,-3.05571428571429,8787892,1572,0.28,35.3,56273.38129
"16","London",2020-03-16,234,165,149,-14,23,26,-25,-18,7,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,2,6,15,-3,1,0,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,2.9,-1.65,3.68,3.49,-1.07,3.43,2.26,-4.24,-16.15,1.06,-3.74,-8.46,1.86,-1.63,-0.3,0.17,-0.93,-1.92,-26.3,-38.93,-44.12,0,0,0,0.981428571428571,-3.25,-4.89285714285714,8787892,1572,0.28,35.3,56273.38129
"17","London",2020-03-17,310,234,165,-28,19,-8,-37,-29,12,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-1,2,3,-4,1,0,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,2.9,-1.65,3.68,3.49,-1.07,3.43,2.26,-4.24,-16.15,1.06,-3.74,-8.46,1.86,-1.63,-0.3,-36.57,-57.45,-56.78,0,0,0,0.382857142857143,-4.14571428571429,-5.79714285714286,8787892,1572,0.28,35.3,56273.38129
"18","London",2020-03-18,356,310,234,-33,28,-7,-43,-36,16,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-3,1,-7,-4,0,1,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,2.9,-1.65,3.68,3.49,-1.07,3.43,2.26,-4.24,-16.15,1.06,-3.74,-8.46,-41.91,-65.3,-63.7,0,0,0,-1.19714285714286,-6.06714285714286,-7.80285714285714,8787892,1572,0.28,35.3,56273.38129
"19","London",2020-03-19,333,356,310,-36,30,-28,-47,-41,18,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-9,-5,-21,-6,-1,2,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,2.9,-1.65,3.68,3.49,-1.07,3.43,2.26,-4.24,-16.15,-40.48,-69.48,-65.36,0,0,0,-3.35571428571429,-8.78428571428571,-9.76,8787892,1572,0.28,35.3,56273.38129
"20","London",2020-03-20,426,333,356,-46,8,-22,-51,-44,20,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,1,8,14,-3,0,1,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,2.9,-1.65,3.68,3.49,-1.07,3.43,-48.24,-72.71,-71.15,0,0,0,-6.17285714285714,-11.7614285714286,-10.9042857142857,8787892,1572,0.28,35.3,56273.38129
"21","London",2020-03-21,351,426,333,-62,-8,-23,-58,-34,15,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-2,3,-6,-4,1,0,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,2.9,-1.65,3.68,-58.99,-76.82,-78.44,0,0,1,-9.65142857142857,-15.4657142857143,-15.27,8787892,1572,0.28,35.3,56273.38129
"22","London",2020-03-22,437,351,426,-67,-20,-6,-61,-40,13,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-1,3,-2,-4,0,0,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-1.53,-4.04,-6.8,-58.54,-70.4,-75.36,0,0,1,-14.01,-20.3471428571429,-21.2457142857143,8787892,1572,0.28,35.3,56273.38129
"23","London",2020-03-23,689,437,351,-59,-13,-5,-63,-60,25,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-3,6,3,-6,-1,1,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-3.34,-5.45,-7.73,-53.64,-70.43,-76.43,0,0,0,-17.5485714285714,-26.0728571428571,-25.8357142857143,8787892,1572,0.28,35.3,56273.38129
"24","London",2020-03-24,636,689,437,-76,-25,-19,-72,-70,31,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-6,7,-3,-7,-2,2,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-4.02,-7.2,-8.25,-66.18,-78.59,-84,0,0,0,-22.2957142857143,-33.4057142857143,-32.9385714285714,8787892,1572,0.28,35.3,56273.38129
"25","London",2020-03-25,759,636,689,-79,-28,-17,-76,-73,33,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-6,8,9,-10,-3,2,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-9.2,-15.08,-14.34,-69.12,-80.7,-86.11,0,0,0,-27.7085714285714,-41.4771428571429,-41.0885714285714,8787892,1572,0.28,35.3,56273.38129
"26","London",2020-03-26,766,759,636,-80,-32,-20,-77,-75,34,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-8,14,-3,-13,-5,3,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-14.05,-22.76,-22.16,-71.16,-81.98,-87.03,0,0,0,-32.1771428571429,-48.66,-48.9657142857143,8787892,1572,0.28,35.3,56273.38129
"27","London",2020-03-27,821,766,759,-81,-32,-30,-77,-75,35,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-13,15,-4,-18,-9,5,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-17.46,-25.08,-24.16,-72.54,-82.97,-88.3,0,0,0,-37.0614285714286,-55.5728571428571,-56.1871428571429,8787892,1572,0.28,35.3,56273.38129
"28","London",2020-03-28,577,821,766,-85,-41,-57,-78,-63,23,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-20,9,-17,-22,-4,4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-20.86,-27,-27.13,-77.91,-85.48,-89.53,0,0,1,-42.9942857142857,-63.1957142857143,-63.71,8787892,1572,0.28,35.3,56273.38129
"29","London",2020-03-29,595,577,821,-87,-48,-59,-80,-62,19,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-24,6,-21,-24,-7,4,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-27.61,-35.82,-38.15,-76.95,-82.84,-87.35,0,0,1,-48.3771428571429,-70.1042857142857,-69.8914285714286,8787892,1572,0.28,35.3,56273.38129
"30","London",2020-03-30,869,595,577,-79,-36,-41,-79,-77,33,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-14,23,26,-25,-18,7,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-26.3,-44.12,-38.93,-71.43,-81.34,-86.35,0,0,0,-52.0957142857143,-75.9057142857143,-74.5028571428571,8787892,1572,0.28,35.3,56273.38129
"31","London",2020-03-31,937,869,595,-79,-35,-30,-79,-78,34,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-28,19,-8,-37,-29,12,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-36.57,-56.78,-57.45,-71.14,-80.62,-87.01,0,0,0,-57.7928571428571,-81.6028571428571,-80.1685714285714,8787892,1572,0.28,35.3,56273.38129
"32","London",2020-04-01,979,937,869,-81,-36,-32,-80,-78,35,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-33,28,-7,-43,-36,16,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-41.91,-63.7,-65.3,-72.4,-82.22,-87.7,0,0,0,-62.4428571428571,-85.7928571428571,-83.49,8787892,1572,0.28,35.3,56273.38129
"33","London",2020-04-02,1070,979,937,-81,-36,-28,-80,-78,36,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-36,30,-28,-47,-41,18,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-40.48,-65.36,-69.48,-72.27,-82.08,-87.78,0,0,0,-66.6214285714286,-89.1257142857143,-85.8728571428571,8787892,1572,0.28,35.3,56273.38129
"34","London",2020-04-03,984,1070,979,-81,-34,-27,-79,-77,36,-81,-32,-30,-77,-75,35,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-46,8,-22,-51,-44,20,-72.54,-88.3,-82.97,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-48.24,-71.15,-72.71,-72.42,-82.28,-88.87,0,0,0,-71.2014285714286,-92.4028571428571,-87.8,8787892,1572,0.28,35.3,56273.38129
"35","London",2020-04-04,765,984,1070,-84,-38,-30,-77,-63,23,-85,-41,-57,-78,-63,23,-81,-32,-30,-77,-75,35,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-62,-8,-23,-58,-34,15,-77.91,-89.53,-85.48,-72.54,-88.3,-82.97,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-58.99,-78.44,-76.82,-76.71,-82.32,-90.37,0,0,1,-75.44,-95.0285714285714,-89.6242857142857,8787892,1572,0.28,35.3,56273.38129
"36","London",2020-04-05,634,765,984,-84,-41,-15,-76,-61,18,-87,-48,-59,-80,-62,19,-85,-41,-57,-78,-63,23,-81,-32,-30,-77,-75,35,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-67,-20,-6,-61,-40,13,-76.95,-87.35,-82.84,-77.91,-89.53,-85.48,-72.54,-88.3,-82.97,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-58.54,-75.36,-70.4,-74.57,-74.93,-87.79,0,0,1,-78.0057142857143,-96.3014285714286,-90.4842857142857,8787892,1572,0.28,35.3,56273.38129
"37","London",2020-04-06,860,634,765,-78,-35,-24,-79,-77,33,-79,-36,-41,-79,-77,33,-87,-48,-59,-80,-62,19,-85,-41,-57,-78,-63,23,-81,-32,-30,-77,-75,35,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-59,-13,-5,-63,-60,25,-71.43,-86.35,-81.34,-76.95,-87.35,-82.84,-77.91,-89.53,-85.48,-72.54,-88.3,-82.97,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-53.64,-76.43,-70.43,-69.89,-79.53,-86.84,0,0,0,-79.8471428571429,-97.8714285714286,-92.0471428571429,8787892,1572,0.28,35.3,56273.38129
"38","London",2020-04-07,951,860,634,-79,-33,-9,-78,-78,34,-79,-35,-30,-79,-78,34,-79,-36,-41,-79,-77,33,-87,-48,-59,-80,-62,19,-85,-41,-57,-78,-63,23,-81,-32,-30,-77,-75,35,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-76,-25,-19,-72,-70,31,-71.14,-87.01,-80.62,-71.43,-86.35,-81.34,-76.95,-87.35,-82.84,-77.91,-89.53,-85.48,-72.54,-88.3,-82.97,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-66.18,-84,-78.59,-69.7,-78.58,-87.54,0,0,0,-82.3471428571429,-99.3828571428571,-93.5028571428571,8787892,1572,0.28,35.3,56273.38129
"39","London",2020-04-08,875,951,860,-80,-33,-19,-79,-78,34,-81,-36,-32,-80,-78,35,-79,-35,-30,-79,-78,34,-79,-36,-41,-79,-77,33,-87,-48,-59,-80,-62,19,-85,-41,-57,-78,-63,23,-81,-32,-30,-77,-75,35,-80,-32,-20,-77,-75,34,-79,-28,-17,-76,-73,33,-72.4,-87.7,-82.22,-71.14,-87.01,-80.62,-71.43,-86.35,-81.34,-76.95,-87.35,-82.84,-77.91,-89.53,-85.48,-72.54,-88.3,-82.97,-71.16,-87.03,-81.98,-69.12,-86.11,-80.7,-70.5,-80.87,-88.13,0,0,0,-83.2357142857143,-99.9114285714286,-94.0214285714286,8787892,1572,0.28,35.3,56273.38129
