"Vars","Estimate","stdError","p"
"Intercept","25.778",39.869,"0.519"
"drivingMinus9","-5.49",1.33,"<0.001 *"
"walkingMinus9","6.219",0.907,"<0.001 *"
"transitMinus9","-4.19",0.865,"<0.001 *"
"R2 Adjusted Training","0.259",NA,NA
"R2 Test","0.044",NA,NA
"RMSE Train","197.592",NA,NA
"RMSE Test","1760.509",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.789",NA,NA
