"Vars","Estimate","stdError","p"
"Intercept","37.331",70.479,"0.597"
"drivingMinus9","16.623",3.215,"<0.001 *"
"walkingMinus9","-6.042",2.657,"0.024 *"
"transitMinus9","-10.174",1.695,"<0.001 *"
"R2 Adjusted Training","0.226",NA,NA
"R2 Test","0.111",NA,NA
"RMSE Train","345.334",NA,NA
"RMSE Test","180.675",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.273",NA,NA
