"Vars","Estimate","stdError","p"
"Intercept","-0.737",21.354,"0.973"
"drivingMinus9","1.685",0.503,"0.001 *"
"walkingMinus9","0.495",0.466,"0.29"
"transitMinus9","-2.126",0.428,"<0.001 *"
"R2 Adjusted Training","0.281",NA,NA
"R2 Test","0.091",NA,NA
"RMSE Train","87.84",NA,NA
"RMSE Test","497.138",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.769",NA,NA
