"Vars","Estimate","stdError","p"
"Intercept","892.992",158.674,"<0.001 *"
"drivingMinus9","-25.121",6.58,"<0.001 *"
"walkingMinus9","11.071",8.532,"0.199"
"transitMinus9","5.954",4.005,"0.142"
"R2 Adjusted Training","0.239",NA,NA
"R2 Test","0.057",NA,NA
"RMSE Train","296.278",NA,NA
"RMSE Test","238.867",NA,NA
"RMSPE Train","17.965",NA,NA
"RMSPE Test","Inf",NA,NA
