"Vars","Estimate","stdError","p"
"Intercept","77.343",8.547,"<0.001 *"
"drivingMinus14","-0.042",0.615,"0.946"
"walkingMinus14","-0.266",0.339,"0.435"
"transitMinus14","-0.28",0.525,"0.595"
"R2 Adjusted Training","0.268",NA,NA
"R2 Test","0.351",NA,NA
"RMSE Train","27.107",NA,NA
"RMSE Test","57.104",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.478",NA,NA
