,date,all_cases,all_deaths,geoid,display_name,population,length
0,2020-03-21,1,0,10100,"Aberdeen, SD",43191,77
1,2020-03-22,1,0,10100,"Aberdeen, SD",43191,77
2,2020-03-23,1,0,10100,"Aberdeen, SD",43191,77
3,2020-03-24,2,0,10100,"Aberdeen, SD",43191,77
4,2020-03-25,2,0,10100,"Aberdeen, SD",43191,77
5,2020-03-26,2,0,10100,"Aberdeen, SD",43191,77
6,2020-03-27,2,0,10100,"Aberdeen, SD",43191,77
7,2020-03-28,2,0,10100,"Aberdeen, SD",43191,77
8,2020-03-29,3,0,10100,"Aberdeen, SD",43191,77
9,2020-03-30,3,0,10100,"Aberdeen, SD",43191,77
10,2020-03-31,4,0,10100,"Aberdeen, SD",43191,77
11,2020-04-01,6,0,10100,"Aberdeen, SD",43191,77
12,2020-04-02,7,0,10100,"Aberdeen, SD",43191,77
13,2020-04-03,9,0,10100,"Aberdeen, SD",43191,77
14,2020-04-04,9,0,10100,"Aberdeen, SD",43191,77
15,2020-04-05,13,0,10100,"Aberdeen, SD",43191,77
16,2020-04-06,13,0,10100,"Aberdeen, SD",43191,77
17,2020-04-07,13,0,10100,"Aberdeen, SD",43191,77
18,2020-04-08,14,0,10100,"Aberdeen, SD",43191,77
19,2020-04-09,14,0,10100,"Aberdeen, SD",43191,77
20,2020-04-10,14,0,10100,"Aberdeen, SD",43191,77
21,2020-04-11,14,0,10100,"Aberdeen, SD",43191,77
22,2020-04-12,14,0,10100,"Aberdeen, SD",43191,77
23,2020-04-13,14,0,10100,"Aberdeen, SD",43191,77
24,2020-04-14,15,0,10100,"Aberdeen, SD",43191,77
25,2020-04-15,15,0,10100,"Aberdeen, SD",43191,77
26,2020-04-16,17,0,10100,"Aberdeen, SD",43191,77
27,2020-04-17,18,0,10100,"Aberdeen, SD",43191,77
28,2020-04-18,20,0,10100,"Aberdeen, SD",43191,77
29,2020-04-19,20,0,10100,"Aberdeen, SD",43191,77
30,2020-04-20,20,0,10100,"Aberdeen, SD",43191,77
31,2020-04-21,27,0,10100,"Aberdeen, SD",43191,77
32,2020-04-22,28,0,10100,"Aberdeen, SD",43191,77
33,2020-04-23,28,0,10100,"Aberdeen, SD",43191,77
34,2020-04-24,30,0,10100,"Aberdeen, SD",43191,77
35,2020-04-25,30,0,10100,"Aberdeen, SD",43191,77
36,2020-04-26,30,0,10100,"Aberdeen, SD",43191,77
37,2020-04-27,30,0,10100,"Aberdeen, SD",43191,77
38,2020-04-28,32,0,10100,"Aberdeen, SD",43191,77
39,2020-04-29,39,0,10100,"Aberdeen, SD",43191,77
40,2020-04-30,42,0,10100,"Aberdeen, SD",43191,77
41,2020-05-01,51,0,10100,"Aberdeen, SD",43191,77
42,2020-05-02,59,0,10100,"Aberdeen, SD",43191,77
43,2020-05-03,65,0,10100,"Aberdeen, SD",43191,77
44,2020-05-04,71,0,10100,"Aberdeen, SD",43191,77
45,2020-05-05,76,0,10100,"Aberdeen, SD",43191,77
46,2020-05-06,93,0,10100,"Aberdeen, SD",43191,77
47,2020-05-07,107,0,10100,"Aberdeen, SD",43191,77
48,2020-05-08,110,0,10100,"Aberdeen, SD",43191,77
49,2020-05-09,120,0,10100,"Aberdeen, SD",43191,77
50,2020-05-10,127,0,10100,"Aberdeen, SD",43191,77
51,2020-05-11,132,0,10100,"Aberdeen, SD",43191,77
52,2020-05-12,143,0,10100,"Aberdeen, SD",43191,77
53,2020-05-13,154,0,10100,"Aberdeen, SD",43191,77
54,2020-05-14,173,0,10100,"Aberdeen, SD",43191,77
55,2020-05-15,194,0,10100,"Aberdeen, SD",43191,77
56,2020-05-16,196,0,10100,"Aberdeen, SD",43191,77
57,2020-05-17,200,0,10100,"Aberdeen, SD",43191,77
58,2020-05-18,205,0,10100,"Aberdeen, SD",43191,77
59,2020-05-19,211,0,10100,"Aberdeen, SD",43191,77
60,2020-05-20,211,0,10100,"Aberdeen, SD",43191,77
61,2020-05-21,235,0,10100,"Aberdeen, SD",43191,77
62,2020-05-22,244,0,10100,"Aberdeen, SD",43191,77
63,2020-05-23,249,0,10100,"Aberdeen, SD",43191,77
64,2020-05-24,249,0,10100,"Aberdeen, SD",43191,77
65,2020-05-25,259,0,10100,"Aberdeen, SD",43191,77
66,2020-05-26,261,1,10100,"Aberdeen, SD",43191,77
67,2020-05-27,266,1,10100,"Aberdeen, SD",43191,77
68,2020-05-28,270,1,10100,"Aberdeen, SD",43191,77
69,2020-05-29,272,1,10100,"Aberdeen, SD",43191,77
70,2020-05-30,274,1,10100,"Aberdeen, SD",43191,77
71,2020-05-31,276,1,10100,"Aberdeen, SD",43191,77
72,2020-06-01,282,1,10100,"Aberdeen, SD",43191,77
73,2020-06-02,289,1,10100,"Aberdeen, SD",43191,77
74,2020-06-03,293,1,10100,"Aberdeen, SD",43191,77
75,2020-06-04,294,1,10100,"Aberdeen, SD",43191,77
76,2020-06-05,298,1,10100,"Aberdeen, SD",43191,77
0,2020-03-11,1,0,10140,"Aberdeen, WA",73901,87
1,2020-03-12,1,0,10140,"Aberdeen, WA",73901,87
2,2020-03-13,1,0,10140,"Aberdeen, WA",73901,87
3,2020-03-14,1,0,10140,"Aberdeen, WA",73901,87
4,2020-03-15,1,0,10140,"Aberdeen, WA",73901,87
5,2020-03-16,1,0,10140,"Aberdeen, WA",73901,87
6,2020-03-17,1,0,10140,"Aberdeen, WA",73901,87
7,2020-03-18,1,0,10140,"Aberdeen, WA",73901,87
8,2020-03-19,1,0,10140,"Aberdeen, WA",73901,87
9,2020-03-20,1,0,10140,"Aberdeen, WA",73901,87
10,2020-03-21,1,0,10140,"Aberdeen, WA",73901,87
11,2020-03-22,1,0,10140,"Aberdeen, WA",73901,87
12,2020-03-23,1,0,10140,"Aberdeen, WA",73901,87
13,2020-03-24,1,0,10140,"Aberdeen, WA",73901,87
14,2020-03-25,1,0,10140,"Aberdeen, WA",73901,87
15,2020-03-26,1,0,10140,"Aberdeen, WA",73901,87
16,2020-03-27,1,0,10140,"Aberdeen, WA",73901,87
17,2020-03-28,1,0,10140,"Aberdeen, WA",73901,87
18,2020-03-29,1,0,10140,"Aberdeen, WA",73901,87
19,2020-03-30,1,0,10140,"Aberdeen, WA",73901,87
20,2020-03-31,1,0,10140,"Aberdeen, WA",73901,87
21,2020-04-01,2,0,10140,"Aberdeen, WA",73901,87
22,2020-04-02,3,0,10140,"Aberdeen, WA",73901,87
23,2020-04-03,3,0,10140,"Aberdeen, WA",73901,87
24,2020-04-04,6,0,10140,"Aberdeen, WA",73901,87
25,2020-04-05,6,0,10140,"Aberdeen, WA",73901,87
26,2020-04-06,6,0,10140,"Aberdeen, WA",73901,87
27,2020-04-07,7,0,10140,"Aberdeen, WA",73901,87
28,2020-04-08,8,0,10140,"Aberdeen, WA",73901,87
29,2020-04-09,8,0,10140,"Aberdeen, WA",73901,87
30,2020-04-10,11,0,10140,"Aberdeen, WA",73901,87
31,2020-04-11,11,0,10140,"Aberdeen, WA",73901,87
32,2020-04-12,11,0,10140,"Aberdeen, WA",73901,87
33,2020-04-13,11,0,10140,"Aberdeen, WA",73901,87
34,2020-04-14,12,0,10140,"Aberdeen, WA",73901,87
35,2020-04-15,12,0,10140,"Aberdeen, WA",73901,87
36,2020-04-16,12,0,10140,"Aberdeen, WA",73901,87
37,2020-04-17,12,0,10140,"Aberdeen, WA",73901,87
38,2020-04-18,12,0,10140,"Aberdeen, WA",73901,87
39,2020-04-19,12,0,10140,"Aberdeen, WA",73901,87
40,2020-04-20,12,0,10140,"Aberdeen, WA",73901,87
41,2020-04-21,12,0,10140,"Aberdeen, WA",73901,87
42,2020-04-22,12,0,10140,"Aberdeen, WA",73901,87
43,2020-04-23,12,0,10140,"Aberdeen, WA",73901,87
44,2020-04-24,12,0,10140,"Aberdeen, WA",73901,87
45,2020-04-25,12,0,10140,"Aberdeen, WA",73901,87
46,2020-04-26,12,0,10140,"Aberdeen, WA",73901,87
47,2020-04-27,12,0,10140,"Aberdeen, WA",73901,87
48,2020-04-28,12,0,10140,"Aberdeen, WA",73901,87
49,2020-04-29,12,0,10140,"Aberdeen, WA",73901,87
50,2020-04-30,12,0,10140,"Aberdeen, WA",73901,87
51,2020-05-01,12,0,10140,"Aberdeen, WA",73901,87
52,2020-05-02,12,0,10140,"Aberdeen, WA",73901,87
53,2020-05-03,12,0,10140,"Aberdeen, WA",73901,87
54,2020-05-04,12,0,10140,"Aberdeen, WA",73901,87
55,2020-05-05,12,0,10140,"Aberdeen, WA",73901,87
56,2020-05-06,13,0,10140,"Aberdeen, WA",73901,87
57,2020-05-07,13,0,10140,"Aberdeen, WA",73901,87
58,2020-05-08,14,0,10140,"Aberdeen, WA",73901,87
59,2020-05-09,13,0,10140,"Aberdeen, WA",73901,87
60,2020-05-10,13,0,10140,"Aberdeen, WA",73901,87
61,2020-05-11,13,0,10140,"Aberdeen, WA",73901,87
62,2020-05-12,13,0,10140,"Aberdeen, WA",73901,87
63,2020-05-13,13,0,10140,"Aberdeen, WA",73901,87
64,2020-05-14,14,0,10140,"Aberdeen, WA",73901,87
65,2020-05-15,15,0,10140,"Aberdeen, WA",73901,87
66,2020-05-16,15,0,10140,"Aberdeen, WA",73901,87
67,2020-05-17,15,0,10140,"Aberdeen, WA",73901,87
68,2020-05-18,15,0,10140,"Aberdeen, WA",73901,87
69,2020-05-19,15,0,10140,"Aberdeen, WA",73901,87
70,2020-05-20,15,0,10140,"Aberdeen, WA",73901,87
71,2020-05-21,16,0,10140,"Aberdeen, WA",73901,87
72,2020-05-22,16,0,10140,"Aberdeen, WA",73901,87
73,2020-05-23,16,0,10140,"Aberdeen, WA",73901,87
74,2020-05-24,16,0,10140,"Aberdeen, WA",73901,87
75,2020-05-25,16,0,10140,"Aberdeen, WA",73901,87
76,2020-05-26,16,0,10140,"Aberdeen, WA",73901,87
77,2020-05-27,16,0,10140,"Aberdeen, WA",73901,87
78,2020-05-28,16,0,10140,"Aberdeen, WA",73901,87
79,2020-05-29,16,0,10140,"Aberdeen, WA",73901,87
80,2020-05-30,17,0,10140,"Aberdeen, WA",73901,87
81,2020-05-31,17,0,10140,"Aberdeen, WA",73901,87
82,2020-06-01,17,0,10140,"Aberdeen, WA",73901,87
83,2020-06-02,18,0,10140,"Aberdeen, WA",73901,87
84,2020-06-03,18,0,10140,"Aberdeen, WA",73901,87
85,2020-06-04,19,0,10140,"Aberdeen, WA",73901,87
86,2020-06-05,19,0,10140,"Aberdeen, WA",73901,87
0,2020-03-26,1,0,10180,"Abilene, TX",171451,72
1,2020-03-27,2,0,10180,"Abilene, TX",171451,72
2,2020-03-28,7,0,10180,"Abilene, TX",171451,72
3,2020-03-29,7,0,10180,"Abilene, TX",171451,72
4,2020-03-30,11,0,10180,"Abilene, TX",171451,72
5,2020-03-31,14,0,10180,"Abilene, TX",171451,72
6,2020-04-01,14,0,10180,"Abilene, TX",171451,72
7,2020-04-02,18,0,10180,"Abilene, TX",171451,72
8,2020-04-03,23,1,10180,"Abilene, TX",171451,72
9,2020-04-04,27,1,10180,"Abilene, TX",171451,72
10,2020-04-05,27,1,10180,"Abilene, TX",171451,72
11,2020-04-06,32,1,10180,"Abilene, TX",171451,72
12,2020-04-07,33,1,10180,"Abilene, TX",171451,72
13,2020-04-08,33,1,10180,"Abilene, TX",171451,72
14,2020-04-09,54,1,10180,"Abilene, TX",171451,72
15,2020-04-10,58,1,10180,"Abilene, TX",171451,72
16,2020-04-11,62,1,10180,"Abilene, TX",171451,72
17,2020-04-12,71,1,10180,"Abilene, TX",171451,72
18,2020-04-13,77,1,10180,"Abilene, TX",171451,72
19,2020-04-14,77,2,10180,"Abilene, TX",171451,72
20,2020-04-15,83,2,10180,"Abilene, TX",171451,72
21,2020-04-16,93,2,10180,"Abilene, TX",171451,72
22,2020-04-17,146,2,10180,"Abilene, TX",171451,72
23,2020-04-18,146,2,10180,"Abilene, TX",171451,72
24,2020-04-19,148,2,10180,"Abilene, TX",171451,72
25,2020-04-20,168,3,10180,"Abilene, TX",171451,72
26,2020-04-21,168,2,10180,"Abilene, TX",171451,72
27,2020-04-22,196,3,10180,"Abilene, TX",171451,72
28,2020-04-23,199,3,10180,"Abilene, TX",171451,72
29,2020-04-24,217,3,10180,"Abilene, TX",171451,72
30,2020-04-25,230,3,10180,"Abilene, TX",171451,72
31,2020-04-26,269,3,10180,"Abilene, TX",171451,72
32,2020-04-27,292,3,10180,"Abilene, TX",171451,72
33,2020-04-28,330,5,10180,"Abilene, TX",171451,72
34,2020-04-29,358,5,10180,"Abilene, TX",171451,72
35,2020-04-30,358,5,10180,"Abilene, TX",171451,72
36,2020-05-01,391,5,10180,"Abilene, TX",171451,72
37,2020-05-02,412,5,10180,"Abilene, TX",171451,72
38,2020-05-03,429,5,10180,"Abilene, TX",171451,72
39,2020-05-04,458,6,10180,"Abilene, TX",171451,72
40,2020-05-05,464,6,10180,"Abilene, TX",171451,72
41,2020-05-06,471,7,10180,"Abilene, TX",171451,72
42,2020-05-07,477,7,10180,"Abilene, TX",171451,72
43,2020-05-08,482,7,10180,"Abilene, TX",171451,72
44,2020-05-09,482,7,10180,"Abilene, TX",171451,72
45,2020-05-10,487,7,10180,"Abilene, TX",171451,72
46,2020-05-11,491,7,10180,"Abilene, TX",171451,72
47,2020-05-12,498,7,10180,"Abilene, TX",171451,72
48,2020-05-13,509,7,10180,"Abilene, TX",171451,72
49,2020-05-14,511,7,10180,"Abilene, TX",171451,72
50,2020-05-15,513,7,10180,"Abilene, TX",171451,72
51,2020-05-16,513,7,10180,"Abilene, TX",171451,72
52,2020-05-17,513,7,10180,"Abilene, TX",171451,72
53,2020-05-18,523,7,10180,"Abilene, TX",171451,72
54,2020-05-19,525,7,10180,"Abilene, TX",171451,72
55,2020-05-20,542,7,10180,"Abilene, TX",171451,72
56,2020-05-21,464,6,10180,"Abilene, TX",171451,72
57,2020-05-22,465,6,10180,"Abilene, TX",171451,72
58,2020-05-23,465,6,10180,"Abilene, TX",171451,72
59,2020-05-24,465,6,10180,"Abilene, TX",171451,72
60,2020-05-25,468,6,10180,"Abilene, TX",171451,72
61,2020-05-26,469,6,10180,"Abilene, TX",171451,72
62,2020-05-27,658,6,10180,"Abilene, TX",171451,72
63,2020-05-28,691,6,10180,"Abilene, TX",171451,72
64,2020-05-29,738,6,10180,"Abilene, TX",171451,72
65,2020-05-30,738,6,10180,"Abilene, TX",171451,72
66,2020-05-31,738,6,10180,"Abilene, TX",171451,72
67,2020-06-01,950,6,10180,"Abilene, TX",171451,72
68,2020-06-02,982,6,10180,"Abilene, TX",171451,72
69,2020-06-03,985,6,10180,"Abilene, TX",171451,72
70,2020-06-04,987,6,10180,"Abilene, TX",171451,72
71,2020-06-05,987,6,10180,"Abilene, TX",171451,72
0,2020-03-22,1,0,10220,"Ada, OK",38247,76
1,2020-03-23,1,0,10220,"Ada, OK",38247,76
2,2020-03-24,1,0,10220,"Ada, OK",38247,76
3,2020-03-25,1,0,10220,"Ada, OK",38247,76
4,2020-03-26,2,0,10220,"Ada, OK",38247,76
5,2020-03-27,3,0,10220,"Ada, OK",38247,76
6,2020-03-28,3,0,10220,"Ada, OK",38247,76
7,2020-03-29,3,0,10220,"Ada, OK",38247,76
8,2020-03-30,5,0,10220,"Ada, OK",38247,76
9,2020-03-31,5,0,10220,"Ada, OK",38247,76
10,2020-04-01,5,0,10220,"Ada, OK",38247,76
11,2020-04-02,7,0,10220,"Ada, OK",38247,76
12,2020-04-03,7,0,10220,"Ada, OK",38247,76
13,2020-04-04,7,0,10220,"Ada, OK",38247,76
14,2020-04-05,8,0,10220,"Ada, OK",38247,76
15,2020-04-06,9,0,10220,"Ada, OK",38247,76
16,2020-04-07,9,0,10220,"Ada, OK",38247,76
17,2020-04-08,9,0,10220,"Ada, OK",38247,76
18,2020-04-09,9,0,10220,"Ada, OK",38247,76
19,2020-04-10,9,0,10220,"Ada, OK",38247,76
20,2020-04-11,9,0,10220,"Ada, OK",38247,76
21,2020-04-12,10,0,10220,"Ada, OK",38247,76
22,2020-04-13,10,1,10220,"Ada, OK",38247,76
23,2020-04-14,10,1,10220,"Ada, OK",38247,76
24,2020-04-15,10,1,10220,"Ada, OK",38247,76
25,2020-04-16,10,1,10220,"Ada, OK",38247,76
26,2020-04-17,10,1,10220,"Ada, OK",38247,76
27,2020-04-18,10,1,10220,"Ada, OK",38247,76
28,2020-04-19,10,1,10220,"Ada, OK",38247,76
29,2020-04-20,10,1,10220,"Ada, OK",38247,76
30,2020-04-21,10,1,10220,"Ada, OK",38247,76
31,2020-04-22,10,1,10220,"Ada, OK",38247,76
32,2020-04-23,10,1,10220,"Ada, OK",38247,76
33,2020-04-24,10,1,10220,"Ada, OK",38247,76
34,2020-04-25,10,1,10220,"Ada, OK",38247,76
35,2020-04-26,10,1,10220,"Ada, OK",38247,76
36,2020-04-27,10,1,10220,"Ada, OK",38247,76
37,2020-04-28,10,1,10220,"Ada, OK",38247,76
38,2020-04-29,10,1,10220,"Ada, OK",38247,76
39,2020-04-30,10,2,10220,"Ada, OK",38247,76
40,2020-05-01,10,2,10220,"Ada, OK",38247,76
41,2020-05-02,10,2,10220,"Ada, OK",38247,76
42,2020-05-03,10,2,10220,"Ada, OK",38247,76
43,2020-05-04,10,2,10220,"Ada, OK",38247,76
44,2020-05-05,10,2,10220,"Ada, OK",38247,76
45,2020-05-06,10,2,10220,"Ada, OK",38247,76
46,2020-05-07,10,2,10220,"Ada, OK",38247,76
47,2020-05-08,10,2,10220,"Ada, OK",38247,76
48,2020-05-09,10,2,10220,"Ada, OK",38247,76
49,2020-05-10,10,2,10220,"Ada, OK",38247,76
50,2020-05-11,10,2,10220,"Ada, OK",38247,76
51,2020-05-12,10,2,10220,"Ada, OK",38247,76
52,2020-05-13,10,2,10220,"Ada, OK",38247,76
53,2020-05-14,10,2,10220,"Ada, OK",38247,76
54,2020-05-15,11,2,10220,"Ada, OK",38247,76
55,2020-05-16,11,2,10220,"Ada, OK",38247,76
56,2020-05-17,11,2,10220,"Ada, OK",38247,76
57,2020-05-18,11,2,10220,"Ada, OK",38247,76
58,2020-05-19,11,2,10220,"Ada, OK",38247,76
59,2020-05-20,11,2,10220,"Ada, OK",38247,76
60,2020-05-21,11,2,10220,"Ada, OK",38247,76
61,2020-05-22,11,2,10220,"Ada, OK",38247,76
62,2020-05-23,12,2,10220,"Ada, OK",38247,76
63,2020-05-24,12,2,10220,"Ada, OK",38247,76
64,2020-05-25,11,2,10220,"Ada, OK",38247,76
65,2020-05-26,12,2,10220,"Ada, OK",38247,76
66,2020-05-27,11,2,10220,"Ada, OK",38247,76
67,2020-05-28,13,2,10220,"Ada, OK",38247,76
68,2020-05-29,13,2,10220,"Ada, OK",38247,76
69,2020-05-30,13,2,10220,"Ada, OK",38247,76
70,2020-05-31,14,2,10220,"Ada, OK",38247,76
71,2020-06-01,15,2,10220,"Ada, OK",38247,76
72,2020-06-02,15,2,10220,"Ada, OK",38247,76
73,2020-06-03,15,2,10220,"Ada, OK",38247,76
74,2020-06-04,17,2,10220,"Ada, OK",38247,76
75,2020-06-05,18,2,10220,"Ada, OK",38247,76
0,2020-03-24,1,0,10300,"Adrian, MI",98266,74
1,2020-03-25,5,0,10300,"Adrian, MI",98266,74
2,2020-03-26,8,0,10300,"Adrian, MI",98266,74
3,2020-03-27,11,0,10300,"Adrian, MI",98266,74
4,2020-03-28,15,0,10300,"Adrian, MI",98266,74
5,2020-03-29,15,0,10300,"Adrian, MI",98266,74
6,2020-03-30,18,0,10300,"Adrian, MI",98266,74
7,2020-03-31,22,0,10300,"Adrian, MI",98266,74
8,2020-04-01,24,0,10300,"Adrian, MI",98266,74
9,2020-04-02,24,0,10300,"Adrian, MI",98266,74
10,2020-04-03,27,0,10300,"Adrian, MI",98266,74
11,2020-04-04,31,0,10300,"Adrian, MI",98266,74
12,2020-04-05,32,0,10300,"Adrian, MI",98266,74
13,2020-04-06,32,0,10300,"Adrian, MI",98266,74
14,2020-04-07,36,0,10300,"Adrian, MI",98266,74
15,2020-04-08,39,0,10300,"Adrian, MI",98266,74
16,2020-04-09,39,0,10300,"Adrian, MI",98266,74
17,2020-04-10,43,0,10300,"Adrian, MI",98266,74
18,2020-04-11,47,0,10300,"Adrian, MI",98266,74
19,2020-04-12,50,0,10300,"Adrian, MI",98266,74
20,2020-04-13,53,0,10300,"Adrian, MI",98266,74
21,2020-04-14,56,0,10300,"Adrian, MI",98266,74
22,2020-04-15,59,0,10300,"Adrian, MI",98266,74
23,2020-04-16,59,0,10300,"Adrian, MI",98266,74
24,2020-04-17,62,0,10300,"Adrian, MI",98266,74
25,2020-04-18,64,0,10300,"Adrian, MI",98266,74
26,2020-04-19,65,0,10300,"Adrian, MI",98266,74
27,2020-04-20,71,0,10300,"Adrian, MI",98266,74
28,2020-04-21,77,0,10300,"Adrian, MI",98266,74
29,2020-04-22,80,0,10300,"Adrian, MI",98266,74
30,2020-04-23,80,0,10300,"Adrian, MI",98266,74
31,2020-04-24,82,0,10300,"Adrian, MI",98266,74
32,2020-04-25,82,0,10300,"Adrian, MI",98266,74
33,2020-04-26,84,1,10300,"Adrian, MI",98266,74
34,2020-04-27,88,1,10300,"Adrian, MI",98266,74
35,2020-04-28,92,1,10300,"Adrian, MI",98266,74
36,2020-04-29,93,2,10300,"Adrian, MI",98266,74
37,2020-04-30,98,2,10300,"Adrian, MI",98266,74
38,2020-05-01,105,2,10300,"Adrian, MI",98266,74
39,2020-05-02,107,2,10300,"Adrian, MI",98266,74
40,2020-05-03,110,2,10300,"Adrian, MI",98266,74
41,2020-05-04,110,2,10300,"Adrian, MI",98266,74
42,2020-05-05,114,2,10300,"Adrian, MI",98266,74
43,2020-05-06,121,2,10300,"Adrian, MI",98266,74
44,2020-05-07,126,2,10300,"Adrian, MI",98266,74
45,2020-05-08,127,2,10300,"Adrian, MI",98266,74
46,2020-05-09,127,2,10300,"Adrian, MI",98266,74
47,2020-05-10,128,2,10300,"Adrian, MI",98266,74
48,2020-05-11,129,2,10300,"Adrian, MI",98266,74
49,2020-05-12,129,2,10300,"Adrian, MI",98266,74
50,2020-05-13,132,3,10300,"Adrian, MI",98266,74
51,2020-05-14,132,3,10300,"Adrian, MI",98266,74
52,2020-05-15,134,3,10300,"Adrian, MI",98266,74
53,2020-05-16,136,3,10300,"Adrian, MI",98266,74
54,2020-05-17,136,3,10300,"Adrian, MI",98266,74
55,2020-05-18,140,3,10300,"Adrian, MI",98266,74
56,2020-05-19,140,3,10300,"Adrian, MI",98266,74
57,2020-05-20,142,3,10300,"Adrian, MI",98266,74
58,2020-05-21,144,3,10300,"Adrian, MI",98266,74
59,2020-05-22,145,3,10300,"Adrian, MI",98266,74
60,2020-05-23,146,3,10300,"Adrian, MI",98266,74
61,2020-05-24,146,3,10300,"Adrian, MI",98266,74
62,2020-05-25,146,3,10300,"Adrian, MI",98266,74
63,2020-05-26,147,4,10300,"Adrian, MI",98266,74
64,2020-05-27,150,4,10300,"Adrian, MI",98266,74
65,2020-05-28,151,4,10300,"Adrian, MI",98266,74
66,2020-05-29,151,4,10300,"Adrian, MI",98266,74
67,2020-05-30,153,4,10300,"Adrian, MI",98266,74
68,2020-05-31,188,4,10300,"Adrian, MI",98266,74
69,2020-06-01,188,4,10300,"Adrian, MI",98266,74
70,2020-06-02,209,4,10300,"Adrian, MI",98266,74
71,2020-06-03,189,5,10300,"Adrian, MI",98266,74
72,2020-06-04,189,5,10300,"Adrian, MI",98266,74
73,2020-06-05,191,5,10300,"Adrian, MI",98266,74
0,2020-03-13,2,0,10420,"Akron, OH",704845,85
1,2020-03-14,2,0,10420,"Akron, OH",704845,85
2,2020-03-15,2,0,10420,"Akron, OH",704845,85
3,2020-03-16,4,0,10420,"Akron, OH",704845,85
4,2020-03-17,4,0,10420,"Akron, OH",704845,85
5,2020-03-18,6,0,10420,"Akron, OH",704845,85
6,2020-03-19,10,0,10420,"Akron, OH",704845,85
7,2020-03-20,15,0,10420,"Akron, OH",704845,85
8,2020-03-21,24,0,10420,"Akron, OH",704845,85
9,2020-03-22,30,0,10420,"Akron, OH",704845,85
10,2020-03-23,40,0,10420,"Akron, OH",704845,85
11,2020-03-24,47,0,10420,"Akron, OH",704845,85
12,2020-03-25,58,0,10420,"Akron, OH",704845,85
13,2020-03-26,78,3,10420,"Akron, OH",704845,85
14,2020-03-27,98,4,10420,"Akron, OH",704845,85
15,2020-03-28,126,5,10420,"Akron, OH",704845,85
16,2020-03-29,150,6,10420,"Akron, OH",704845,85
17,2020-03-30,169,6,10420,"Akron, OH",704845,85
18,2020-03-31,188,8,10420,"Akron, OH",704845,85
19,2020-04-01,214,9,10420,"Akron, OH",704845,85
20,2020-04-02,230,10,10420,"Akron, OH",704845,85
21,2020-04-03,258,10,10420,"Akron, OH",704845,85
22,2020-04-04,268,13,10420,"Akron, OH",704845,85
23,2020-04-05,283,15,10420,"Akron, OH",704845,85
24,2020-04-06,300,19,10420,"Akron, OH",704845,85
25,2020-04-07,319,20,10420,"Akron, OH",704845,85
26,2020-04-08,337,26,10420,"Akron, OH",704845,85
27,2020-04-09,359,27,10420,"Akron, OH",704845,85
28,2020-04-10,377,28,10420,"Akron, OH",704845,85
29,2020-04-11,396,29,10420,"Akron, OH",704845,85
30,2020-04-12,406,32,10420,"Akron, OH",704845,85
31,2020-04-13,419,35,10420,"Akron, OH",704845,85
32,2020-04-14,452,37,10420,"Akron, OH",704845,85
33,2020-04-15,472,40,10420,"Akron, OH",704845,85
34,2020-04-16,489,41,10420,"Akron, OH",704845,85
35,2020-04-17,508,44,10420,"Akron, OH",704845,85
36,2020-04-18,526,45,10420,"Akron, OH",704845,85
37,2020-04-19,550,48,10420,"Akron, OH",704845,85
38,2020-04-20,571,58,10420,"Akron, OH",704845,85
39,2020-04-21,612,61,10420,"Akron, OH",704845,85
40,2020-04-22,653,63,10420,"Akron, OH",704845,85
41,2020-04-23,673,66,10420,"Akron, OH",704845,85
42,2020-04-24,689,66,10420,"Akron, OH",704845,85
43,2020-04-25,705,69,10420,"Akron, OH",704845,85
44,2020-04-26,721,72,10420,"Akron, OH",704845,85
45,2020-04-27,768,78,10420,"Akron, OH",704845,85
46,2020-04-28,814,88,10420,"Akron, OH",704845,85
47,2020-04-29,844,89,10420,"Akron, OH",704845,85
48,2020-04-30,876,90,10420,"Akron, OH",704845,85
49,2020-05-01,922,98,10420,"Akron, OH",704845,85
50,2020-05-02,948,99,10420,"Akron, OH",704845,85
51,2020-05-03,967,100,10420,"Akron, OH",704845,85
52,2020-05-04,1005,109,10420,"Akron, OH",704845,85
53,2020-05-05,1049,116,10420,"Akron, OH",704845,85
54,2020-05-06,1096,119,10420,"Akron, OH",704845,85
55,2020-05-07,1139,120,10420,"Akron, OH",704845,85
56,2020-05-08,1154,124,10420,"Akron, OH",704845,85
57,2020-05-09,1168,124,10420,"Akron, OH",704845,85
58,2020-05-10,1195,124,10420,"Akron, OH",704845,85
59,2020-05-11,1205,134,10420,"Akron, OH",704845,85
60,2020-05-12,1226,138,10420,"Akron, OH",704845,85
61,2020-05-13,1260,152,10420,"Akron, OH",704845,85
62,2020-05-14,1278,155,10420,"Akron, OH",704845,85
63,2020-05-15,1285,161,10420,"Akron, OH",704845,85
64,2020-05-16,1296,161,10420,"Akron, OH",704845,85
65,2020-05-17,1324,165,10420,"Akron, OH",704845,85
66,2020-05-18,1339,166,10420,"Akron, OH",704845,85
67,2020-05-19,1375,186,10420,"Akron, OH",704845,85
68,2020-05-20,1444,194,10420,"Akron, OH",704845,85
69,2020-05-21,1491,203,10420,"Akron, OH",704845,85
70,2020-05-22,1513,217,10420,"Akron, OH",704845,85
71,2020-05-23,1530,217,10420,"Akron, OH",704845,85
72,2020-05-24,1550,217,10420,"Akron, OH",704845,85
