"Vars","Estimate","stdError","p"
"Intercept","-14.773",24.469,"0.547"
"drivingMinus7","1.149",1.508,"0.447"
"walkingMinus7","-0.3",0.737,"0.685"
"transitMinus7","-2.812",1.778,"0.115"
"drivingMinus8","0.938",1.683,"0.578"
"walkingMinus8","0.187",0.803,"0.816"
"transitMinus8","-3.485",1.762,"0.049 *"
"R2 Adjusted Training","0.284",NA,NA
"R2 Test","0.281",NA,NA
"RMSE Train","117.352",NA,NA
"RMSE Test","958.249",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.731",NA,NA
