"Vars","Estimate","stdError","p"
"Intercept","-176.497",210.791,"0.403"
"drivingMinus7","18.593",15.402,"0.229"
"walkingMinus7","-4.671",9.225,"0.613"
"transitMinus7","1.851",18.542,"0.921"
"drivingMinus8","16.272",17.313,"0.348"
"walkingMinus8","-3.487",9.538,"0.715"
"transitMinus8","-33.882",18.309,"0.065"
"R2 Adjusted Training","0.205",NA,NA
"R2 Test","0.119",NA,NA
"RMSE Train","1015.046",NA,NA
"RMSE Test","597.194",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.716",NA,NA
