"Vars","Estimate","stdError","p"
"Intercept","17.092",13.208,"0.197"
"drivingMinus7","2.626",0.995,"0.009 *"
"walkingMinus7","-1.193",0.558,"0.033 *"
"transitMinus7","-1.002",0.728,"0.17"
"drivingMinus8","0.854",1.105,"0.44"
"walkingMinus8","-0.298",0.662,"0.653"
"transitMinus8","-1.554",0.605,"0.011 *"
"R2 Adjusted Training","0.347",NA,NA
"R2 Test","0.259",NA,NA
"RMSE Train","68.252",NA,NA
"RMSE Test","788.228",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.817",NA,NA
