"Vars","Estimate","stdError","p"
"Intercept","819.593",102.798,"<0.001 *"
"drivingMinus7","9.533",10.539,"0.367"
"walkingMinus7","6.302",8.165,"0.441"
"transitMinus7","-19.995",22.468,"0.374"
"drivingMinus8","-18.331",10.211,"0.074"
"walkingMinus8","-5.638",7.597,"0.459"
"transitMinus8","31.686",20.099,"0.116"
"R2 Adjusted Training","0.09",NA,NA
"R2 Test","0.471",NA,NA
"RMSE Train","497.735",NA,NA
"RMSE Test","1776.974",NA,NA
"RMSPE Train","19.278",NA,NA
"RMSPE Test","0.768",NA,NA
