"Vars","Estimate","stdError","p"
"Intercept","314.748",36.879,"<0.001 *"
"drivingMinus7","9.356",1.755,"<0.001 *"
"walkingMinus7","-4.214",1.297,"0.002 *"
"transitMinus7","-8.804",0.826,"<0.001 *"
"R2 Adjusted Training","0.722",NA,NA
"R2 Test","0.173",NA,NA
"RMSE Train","77.373",NA,NA
"RMSE Test","94.894",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.253",NA,NA
