"Vars","Estimate","stdError","p"
"Intercept","86.916",7.748,"<0.001 *"
"drivingMinus7","-0.093",0.544,"0.864"
"walkingMinus7","-0.17",0.397,"0.671"
"transitMinus7","-0.581",0.406,"0.156"
"R2 Adjusted Training","0.428",NA,NA
"R2 Test","0.127",NA,NA
"RMSE Train","23.968",NA,NA
"RMSE Test","59.004",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.498",NA,NA
