"Vars","Estimate","stdError","p"
"Intercept","32.86",12.699,"0.01 *"
"drivingMinus10","1.931",0.726,"0.008 *"
"walkingMinus10","-0.47",0.511,"0.358"
"transitMinus10","-1.877",0.347,"<0.001 *"
"R2 Adjusted Training","0.279",NA,NA
"R2 Test","0.461",NA,NA
"RMSE Train","71.757",NA,NA
"RMSE Test","779.729",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.803",NA,NA
