"Vars","Estimate","stdError","p"
"Intercept","14.546",23.019,"0.528"
"drivingMinus10","2.722",0.924,"0.004 *"
"walkingMinus10","-0.945",0.636,"0.139"
"transitMinus10","-5.919",0.656,"<0.001 *"
"R2 Adjusted Training","0.259",NA,NA
"R2 Test","0.094",NA,NA
"RMSE Train","119.401",NA,NA
"RMSE Test","957.938",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.734",NA,NA
