"Vars","Estimate","stdError","p"
"Intercept","119.483",142.867,"0.404"
"drivingMinus10","23.757",7.798,"0.003 *"
"walkingMinus10","-7.042",5.884,"0.233"
"transitMinus10","-14.834",3.57,"<0.001 *"
"R2 Adjusted Training","0.206",NA,NA
"R2 Test","0.007",NA,NA
"RMSE Train","775.957",NA,NA
"RMSE Test","621.592",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.494",NA,NA
