"Vars","Estimate","stdError","p"
"Intercept","8.941",11.634,"0.443"
"drivingMinus10","1.502",0.346,"<0.001 *"
"walkingMinus10","0.883",0.35,"0.012 *"
"transitMinus10","-2.027",0.216,"<0.001 *"
"R2 Adjusted Training","0.479",NA,NA
"R2 Test","0.041",NA,NA
"RMSE Train","56.013",NA,NA
"RMSE Test","412.292",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.707",NA,NA
