"Vars","Estimate","stdError","p"
"Intercept","-32.887",25.953,"0.206"
"drivingMinus10","7.243",1.355,"<0.001 *"
"walkingMinus10","-2.346",0.984,"0.018 *"
"transitMinus10","-3.773",0.527,"<0.001 *"
"R2 Adjusted Training","0.392",NA,NA
"R2 Test","0.004",NA,NA
"RMSE Train","124.138",NA,NA
"RMSE Test","262.457",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.892",NA,NA
