"Vars","Estimate","stdError","p"
"Intercept","69.998",186.334,"0.707"
"drivingMinus10","81.567",12.708,"<0.001 *"
"walkingMinus10","-47.455",10.323,"<0.001 *"
"transitMinus10","-37.012",3.923,"<0.001 *"
"R2 Adjusted Training","0.297",NA,NA
"R2 Test","0.149",NA,NA
"RMSE Train","925.887",NA,NA
"RMSE Test","1205.83",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.414",NA,NA
