"Vars","Estimate","stdError","p"
"Intercept","37.029",19.645,"0.061"
"drivingMinus7","9.599",1.143,"<0.001 *"
"walkingMinus7","-5.341",0.826,"<0.001 *"
"transitMinus7","-7.019",0.55,"<0.001 *"
"R2 Adjusted Training","0.416",NA,NA
"R2 Test","0.156",NA,NA
"RMSE Train","105.222",NA,NA
"RMSE Test","456.516",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.582",NA,NA
