"Vars","Estimate","stdError","p"
"Intercept","133.164",155.252,"0.392"
"drivingMinus7","8.882",8.035,"0.27"
"walkingMinus7","3.064",6.063,"0.614"
"transitMinus7","-12.886",3.842,"0.001 *"
"R2 Adjusted Training","0.157",NA,NA
"R2 Test","0.004",NA,NA
"RMSE Train","799.607",NA,NA
"RMSE Test","651.351",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.383",NA,NA
