"Vars","Estimate","stdError","p"
"Intercept","57.725",22.18,"0.01 *"
"drivingMinus7","7.534",1.464,"<0.001 *"
"walkingMinus7","-2.141",0.951,"0.025 *"
"transitMinus7","-4.319",0.877,"<0.001 *"
"R2 Adjusted Training","0.379",NA,NA
"R2 Test","0.027",NA,NA
"RMSE Train","136.229",NA,NA
"RMSE Test","336.878",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.488",NA,NA
