"Vars","Estimate","stdError","p"
"Intercept","410.445",58.456,"<0.001 *"
"drivingMinus7","-4.353",1.76,"0.014 *"
"walkingMinus7","-0.331",3.382,"0.922"
"transitMinus7","6.406",3.508,"0.068"
"R2 Adjusted Training","0.029",NA,NA
"R2 Test","0.017",NA,NA
"RMSE Train","416.287",NA,NA
"RMSE Test","1478.21",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","Inf",NA,NA
