"Vars","Estimate","stdError","p"
"Intercept","-9.295",24.387,"0.703"
"drivingMinus7","2.216",0.917,"0.016 *"
"walkingMinus7","-0.244",0.631,"0.699"
"transitMinus7","-6.147",0.686,"<0.001 *"
"R2 Adjusted Training","0.27",NA,NA
"R2 Test","0.11",NA,NA
"RMSE Train","118.499",NA,NA
"RMSE Test","959.703",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.735",NA,NA
