"Vars","Estimate","stdError","p"
"Intercept","90.43",18.802,"<0.001 *"
"drivingMinus7","0.581",0.513,"0.259"
"walkingMinus7","1.56",0.943,"0.099"
"transitMinus7","-2.996",0.895,"0.001 *"
"R2 Adjusted Training","0.056",NA,NA
"R2 Test","0.012",NA,NA
"RMSE Train","101.203",NA,NA
"RMSE Test","962.965",NA,NA
"RMSPE Train","9.464",NA,NA
"RMSPE Test","0.878",NA,NA
