"Vars","Estimate","stdError","p"
"Intercept","2.946",41.979,"0.944"
"drivingMinus7","-4.88",1.326,"<0.001 *"
"walkingMinus7","5.907",0.897,"<0.001 *"
"transitMinus7","-4.672",0.905,"<0.001 *"
"R2 Adjusted Training","0.26",NA,NA
"R2 Test","0.114",NA,NA
"RMSE Train","197.556",NA,NA
"RMSE Test","1748.224",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.798",NA,NA
