"Vars","Estimate","stdError","p"
"Intercept","132.632",15.116,"<0.001 *"
"drivingMinus8","-0.719",0.634,"0.261"
"walkingMinus8","0.169",0.39,"0.666"
"transitMinus8","-0.386",0.846,"0.65"
"drivingMinus9","-0.985",0.703,"0.166"
"walkingMinus9","-0.189",0.425,"0.658"
"transitMinus9","1.115",0.957,"0.249"
"R2 Adjusted Training","0.413",NA,NA
"R2 Test","0.102",NA,NA
"RMSE Train","26.622",NA,NA
"RMSE Test","36.12",NA,NA
"RMSPE Train","1.721",NA,NA
"RMSPE Test","1.863",NA,NA
