"Vars","Estimate","stdError","p"
"Intercept","2478.322",278.113,"<0.001 *"
"drivingMinus8","-6.308",10.535,"0.551"
"walkingMinus8","5.772",6.743,"0.395"
"transitMinus8","-7.686",12.101,"0.527"
"drivingMinus9","-26.691",11.649,"0.025 *"
"walkingMinus9","-2.744",8.599,"0.751"
"transitMinus9","13.985",14.175,"0.327"
"R2 Adjusted Training","0.646",NA,NA
"R2 Test","0.358",NA,NA
"RMSE Train","402.434",NA,NA
"RMSE Test","809.409",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.598",NA,NA
