"Vars","Estimate","stdError","p"
"Intercept","403.122",42.251,"<0.001 *"
"drivingMinus8","-0.19",1.575,"0.905"
"walkingMinus8","-0.927",1.088,"0.397"
"transitMinus8","-5.059",2.513,"0.048 *"
"drivingMinus9","-1.466",1.629,"0.371"
"walkingMinus9","-3.116",1.042,"0.004 *"
"transitMinus9","9.795",2.657,"<0.001 *"
"R2 Adjusted Training","0.514",NA,NA
"R2 Test","0.028",NA,NA
"RMSE Train","67.852",NA,NA
"RMSE Test","49.63",NA,NA
"RMSPE Train","1.517",NA,NA
"RMSPE Test","0.559",NA,NA
