"Vars","Estimate","stdError","p"
"Intercept","72.86",7.185,"<0.001 *"
"drivingMinus8","-0.419",0.507,"0.412"
"walkingMinus8","0.213",0.508,"0.677"
"transitMinus8","-0.155",0.32,"0.629"
"drivingMinus9","-0.222",0.529,"0.677"
"walkingMinus9","-0.159",0.554,"0.775"
"transitMinus9","0.198",0.323,"0.542"
"R2 Adjusted Training","0.411",NA,NA
"R2 Test","0.155",NA,NA
"RMSE Train","15.118",NA,NA
"RMSE Test","19.831",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.724",NA,NA
