"Vars","Estimate","stdError","p"
"Intercept","460.205",31.602,"<0.001 *"
"drivingMinus8","2.748",1.444,"0.061"
"walkingMinus8","-0.003",1.084,"0.998"
"transitMinus8","-5.406",1.822,"0.004 *"
"drivingMinus9","-2.418",1.808,"0.185"
"walkingMinus9","0.596",1.14,"0.603"
"transitMinus9","-0.362",1.787,"0.84"
"R2 Adjusted Training","0.694",NA,NA
"R2 Test","0.066",NA,NA
"RMSE Train","66.798",NA,NA
"RMSE Test","110.196",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","1.03",NA,NA
