"Vars","Estimate","stdError","p"
"Intercept","1087.011",172.456,"<0.001 *"
"drivingMinus8","-25.268",10.001,"0.014 *"
"walkingMinus8","22.387",9.917,"0.027 *"
"transitMinus8","0.278",9.54,"0.977"
"drivingMinus9","-8.505",10.19,"0.407"
"walkingMinus9","-9.914",10.674,"0.356"
"transitMinus9","9.433",9.494,"0.324"
"R2 Adjusted Training","0.333",NA,NA
"R2 Test","0.038",NA,NA
"RMSE Train","277.264",NA,NA
"RMSE Test","372.606",NA,NA
"RMSPE Train","12.532",NA,NA
"RMSPE Test","Inf",NA,NA
