"Vars","Estimate","stdError","p"
"Intercept","5.053",71.767,"0.944"
"drivingMinus8","17.604",5.277,"0.001 *"
"walkingMinus8","-9.262",3.031,"0.003 *"
"transitMinus8","-11.554",6.096,"0.059"
"drivingMinus9","4.345",5.757,"0.451"
"walkingMinus9","-1.257",3.506,"0.72"
"transitMinus9","0.486",5.918,"0.935"
"R2 Adjusted Training","0.264",NA,NA
"R2 Test","0.04",NA,NA
"RMSE Train","336.751",NA,NA
"RMSE Test","230.468",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","0.307",NA,NA
