"Vars","Estimate","stdError","p"
"Intercept","43.383",13.544,"0.001 *"
"drivingMinus8","-0.24",0.778,"0.758"
"walkingMinus8","0.786",0.809,"0.332"
"transitMinus8","-0.679",1.324,"0.608"
"drivingMinus9","0.548",0.721,"0.447"
"walkingMinus9","0.029",0.701,"0.966"
"transitMinus9","-0.921",1.246,"0.46"
"R2 Adjusted Training","0.016",NA,NA
"R2 Test","0.003",NA,NA
"RMSE Train","101.527",NA,NA
"RMSE Test","736.522",NA,NA
"RMSPE Train","Inf",NA,NA
"RMSPE Test","Inf",NA,NA
